Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
A Intérprete,Sydney Pollack,6.31,1466,"Houve uma ameaça de morte ao chefe de estado africano, e a intérprete, Silvia, ouviu tudo. A ameaça foi feita em uma língua africana pouco conhecida, e Silvia se vê em uma conspiração internacional em que todos desconfiam dela.",Crime,2005,en,https://image.tmdb.org/t/p/w500/g5IoLdiNHVHgC3OeLzh4Rx3iXRe.jpg,,128
Capote,Bennett Miller,6.973,1514,"O romancista de Nova York Truman Capote lê sobre o assassinato de uma família do Kansas e decide cobrir a história. Acompanhado por Harper Lee, sua amiga de infância, Capote viaja até lá e logo ganha a confiança do agente que lidera a investigação pelo assassinato. Os assassinos são capturados e, ao visitá-los na prisão, Capote percebe que a história pode virar um livro que revolucionaria a literatura moderna.",Crime,2005,en,https://image.tmdb.org/t/p/w500/tzsxkZMnJvozpHQEl1KzO8KwWu.jpg,,114
"Domino, a Caçadora de Recompensas",Tony Scott,5.912,1225,"Domino, filha do famoso ator Laurence Harvey, decide largar a carreira de modelo para se dedicar ao ramo de caçadora de recompensas.",Ação,2005,en,https://image.tmdb.org/t/p/w500/xAl3hRRjK4yoAW8Mt2zgNNPrtqz.jpg,,127
Oliver Twist,Roman Polanski,6.737,1190,"Oliver Twist (Barney Clark) é um órfão entre as centenas que sofrem com a fome e o trabalho escravo na Inglaterra vitoriana. Vendido para um coveiro, ele sofre com a crueldade da família deste e acaba fugindo para Londres. Lá ele é recolhido das ruas por Artful Dodger (Harry Eden), um ladrão que o leva até Fagin (Ben Kingsley), um velho que comanda um exército de prostitutas e pequenos marginais. Quando Oliver conhece um bondoso homem em quem finalmente enxerga um possível pai, Fagin teme que ele denuncie seu esquema. Para evitar isso Fagin planeja um assalto à casa do rico Sr. Brownlow (Edward Hardwicke), o pai desejado por Oliver.",Crime,2005,en,https://image.tmdb.org/t/p/w500/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,,130
Tudo Acontece em Elizabethtown,Cameron Crowe,6.2,1125,"Após provocar um prejuízo de US$ 972 milhões para a Mercury, a maior empresa de esportes dos Estados Unidos, ao elaborar um tênis que foi um fiasco, Drew Baylor é demitido pelo magnata Phil DeVoss. Ellen Kishmore, sua namorada, acaba com Drew. Ele decide cometer suicídio e estava para executá-lo, quando o celular toca. Drew atende e sabe através da sua irmã, Heather, que o pai deles, Mitchell, morrera de infarto em Elizabethtown. Heather diz que ela e a mãe deles, Hollie, precisam do apoio dele e, além disto, teria de ir até Elizabethtown para ajudar a organizar o funeral. No vôo ele conhece Claire Colburn, uma aeromoça que lhe dá alguma esperança no futuro. Porém este futuro pode ser incerto, pois as pessoas que crêem nele são os moradores de sua cidade, que o julgam um vencedor. Mas logo será publicado que Drew cometeu um dos maiores fiascos comerciais do país.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/qBrP2hUibgAnoh3em9YtbTqM7EY.jpg,,124
Quatro Amigas e um Jeans Viajante,Ken Kwapis,6.511,1303,"Tibby (Amber Tamblyn), Lena (Alexis Bledel), Bridget (Blake Lively) e Carmen (America Ferrera) se conhecem desde bebês, já que suas mães faziam aula de aeróbica juntas. Elas nasceram no mesmo mês e cresceram juntas, tornando-se grandes amigas. Agora com 16 anos elas estão prestes a se separar pela 1ª vez, já que Bridget, Lena e Carmen planejam viajar nas férias de verão. Em uma ida às compras antes da separação elas encontram uma calça jeans que, estranhamente, cabe perfeitamente nelas. As amigas decidem comprá-la e iniciar uma irmandade em torno da calça, acreditando que ela seja mágica pelo fato de se adequar ao corpos diferentes que possuem. São definidas regras para o uso da calça, sendo que uma delas é que cada uma das amigas poderá usá-la durante uma semana.",Drama,2005,en,https://image.tmdb.org/t/p/w500/hko3QJ0NR7bjS73LVjcX1MKrIt5.jpg,,119
De Repente é Amor,Nigel Cole,6.824,1299,"Oliver e Emily se conhecem em um voo que cruza os Estados Unidos. Ele é um recém-formado que procura seguir um cronograma rígido para sua vida, de forma que consiga alcançar sucesso profissional o mais rapidamente possível e também encontrar o amor de sua vida. Ela é espontânea e indisciplinada, do tipo que prefere ver aonde a vida leva ao invés de fazer planos para o futuro. Oliver e Emily imediatamente sentem atração um pelo outro, mas as características de ambos são incompatíveis. Durante os sete anos seguintes eles se encontram periodicamente, mas tudo parece conspirar para que eles sempre estejam separados.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/tapstDw4Wi0VJwUIBV1CczvK3M4.jpg,,107
Dizem por aí...,Rob Reiner,5.66,1175,"Após um longo tempo, enfim Sarah Huttinger (Jennifer Aniston) aceitou se casar com Jeff (Mark Ruffalo), seu namorado. Mas na verdade ela ainda está em dúvida sobre se realmente quer se casar. Sua vida profissional também está confusa, já que Sarah é uma aspirante a jornalista e não consegue deixar a área de obituários do New York Times. Para piorar ainda mais a situação ela precisa ir ao casamento de sua irmã, o que significa ter que passar bastante tempo com sua família, o que sempre a deixou deslocada. Porém sua vida muda quando conhece o milionário Beau Burroughs (Kevin Costner), que a ajuda a conhecer quem realmente é e a conhecer melhor sua família.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/4MD9Z7tEpc6IcpJTjbJ39aPz9Zs.jpg,,97
Fora de Rumo,Mikael Håfström,6.37,1049,"Charles Schine (Clive Owen) e Lucinda Harris (Jennifer Aniston) são dois executivos casados, que mantém um caso secretamente. Após serem chantageados por um violento criminoso, eles precisam encontrar um meio de salvar seus casamentos e também suas próprias vidas.",Drama,2005,en,https://image.tmdb.org/t/p/w500/45tcIFuobQubdnxjxEh101xRzng.jpg,,108
Flores Partidas,Jim Jarmusch,6.914,1381,"Don Johnston é um solteirão convicto, que terminou recentemente mais um namoro. Repentinamente ele recebe uma carta cor-de-rosa, que diz que ele possui um filho de 19 anos. Surpreso e curioso, Don decide então partir pelos Estados Unidos em busca do filho desconhecido.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/pSvtfXwjdb7UpiyVMp3gt8pTOHT.jpg,,106
Tudo em Família,Thomas Bezucha,6.293,1004,"A família Stone se une por uma causa comum quando o filho favorito traz a namorada reprimida para passar o Natal em casa e ainda planeja pedi-la em casamento. Surpreendida pela recepção hostil, a garota pede apoio emocional à irmã, complicando ainda mais a situação.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/fz4wnjcGCQC2WRpDLLJqkqb8P7i.jpg,,102
Obrigado Por Fumar,Jason Reitman,7.191,2233,"Nick Naylor (Aaron Eckhart) é o principal porta-voz das grandes empresas de cigarros, ganhando a vida defendendo os direitos dos fumantes nos Estados Unidos. Desafiado pelos vigilantes da saúde e também por um senador oportunista, Ortolan K. Finistirre (William H. Macy), que deseja colocar rótulos de veneno nos maços de cigarros, Nick passa a manipular informações de forma a diminuir os riscos do cigarro em programas de TV. Além disto Nick conta com a ajuda de Jeff Megall (Rob Lowe), um poderoso agente de Hollywood, para fazer com que o cigarro seja promovido nos filmes. Sua fama faz com que Nick atraia a atenção dos principais chefes da indústria do tabaco e também de Heather Holloway (Katie Holmes), a repórter de um jornal de Washington que deseja investigá-lo. Nick repetidamente diz que trabalha apenas para pagar as contas, mas a atenção cada vez maior que seu filho Joey (Cameron Bright) dá ao seu trabalho começa a preocupá-lo.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/1TnnktqvgWLerkBJXkB2v9qRs7U.jpg,,92
A Lula e a Baleia,Noah Baumbach,6.945,992,"Bernard, um esnobe intelectual que já foi um grande romancista, acabou se acomodando com uma carreira universitária. Mas quando sua esposa Joan descobre que tem talento para escrever, a inveja divide a família e os filhos Walt e Frank escolhem lados – Walt com seu pai e Frank com sua mãe. Então Joan começa a sair com o professor de tênis do seu filho mais novo e Bernard inicia um romance com Lili, uma estudante de quem Walt também gosta.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/ffqrNacDQ9lJozvYLBxla6nTRGo.jpg,,81
Em Seu Lugar,Curtis Hanson,6.202,1215,"Uma menina irresponsável chamada Maggie é expulsa da casa do pai e da madrasta, onde ela vive de graça, e muda-se com sua irmã, a advogada Rose. Depois que Maggie arruína a vida de amor da sua irmã, Rose a manda embora também. Mas quando sua avó, que ninguém sabia que existia, entra em suas vidas, as irmãs enfrentam algumas verdades complicadas sobre si mesmas e da família.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/45yz8A86TOa99UxOEYElENJkWih.jpg,,130
Brice - Um Surfista Muito Louco,James Huth,5.518,1247,"Brice é um homem de 30 anos que se comporta como um adolescente, vivendo em Nice, numa vila do seu rico pai. Entre seus passatempos está o surfe, no qual investiu toda a sua vida, criando seu próprio estilo e acumulando recordes que niguém mais conseguiu: ser o único surfista na Riviera Francesa e nunca ter pego uma onda em toda a sua vida.",Comédia,2005,fr,https://image.tmdb.org/t/p/w500/eak0GxOsRmvEbr53yf7jbM8SD8u.jpg,,98
A Marcha dos Pinguins,Luc Jacquet,7.063,1144,"Assim que os pinguins deixam seu habitat natural na faixa costeira, tem de lutar para executar qualquer tarefa em uma terra congelada. A Marcha dos Pinguins, de Luc Jacquet, que estréia na sexta-feira, cativam o espectador. A Warner Independent, que adquiriu os direitos do documentário francês no Festival de Sundance, acrescentou uma narração em Português feita por Antônio Fagundes e Patricia Pilar, de olho no mercado brasileiro, dando uma linda dramatização ao documentário. O ritmo da música de Wurman é um achado a mais, atenta ao humor e à gravidade do tradicional ritual de acasalamento dos pinguins.a",Documentário,2005,fr,https://image.tmdb.org/t/p/w500/taWGLQGi5qn6tq2FVvfJNGBzCg.jpg,,85
O Sol de Cada Manhã,Gore Verbinski,6.15,998,"Apresentador da previsão do tempo ,em Chicago, recebe oferta de trabalho em uma rede de TV ,em NY. Mas, ele é divorciado e, antes de se mudar para a Big Apple, terá de resolver uma série de problemas com a ex-mulher e os filhos.",Comédia,2005,en,https://image.tmdb.org/t/p/w500/fJsyaYzcBeKEXKtinwXSAjwvInj.jpg,,101
Premonição 3,James Wong,6.116,4059,"Seis anos depois que um grupo de estudantes enganam pela primeira vez a morte, uma adolescente tem o pressentimento de que ela e seus amigos vão ter um acidente em uma montanha-russa. Quando a visão prova ser verdadeira, a estudante e os sobreviventes precisarão lidar com as repercussões de enganar a morte.",Terror,2006,en,https://image.tmdb.org/t/p/w500/g4Afv3CR6ofDtKdlfFOOPYvHzvC.jpg,https://www.youtube.com/watch?v=8R4xy4G1SGU,93
Missão: Impossível 3,J.J. Abrams,6.741,7049,"O agente Ethan Hunt está afastado do trabalho de campo para a IMF, trabalhando apenas como treinador de novos agentes. Ele agora leva uma vida tranquila com Julia, com quem pretende se casar e que nada sabe sobre seu verdadeiro trabalho. Entretanto Ethan é chamado de volta à ativa quando uma de suas pupilas, Lindsey, é capturada por Owen Davian, um negociante de armas sem escrúpulos.",Aventura,2006,en,https://image.tmdb.org/t/p/w500/wWrmbQ7pFmazFI2ZQt6IgUPsZTQ.jpg,,126
À Procura da Felicidade,Gabriele Muccino,7.891,10067,"Chris enfrenta sérios problemas financeiros e Linda, sua esposa, decide partir. Ele agora é pai solteiro e precisa cuidar de Christopher, seu filho de 5 anos. Chris tenta usar sua habilidade como vendedor para conseguir um emprego melhor, mas só consegue um estágio não remunerado. Seus problemas financeiros não podem esperar uma promoção e eles acabam despejados. Chris e Christopher passam a dormir em abrigos ou onde quer que consigam um refúgio, mantendo a esperança de que dias melhores virão.",Drama,2006,en,https://image.tmdb.org/t/p/w500/f79DB2IOlmEN2v7lTmfXlN0AUHB.jpg,https://www.youtube.com/watch?v=2tYV9iYr-DM,117
O Grande Truque,Christopher Nolan,8.203,16512,"No século 19, em Londres, dois amigos ilusionistas e mágicos, Alfred Borden e Rupert Angier, acabam construindo uma rivalidade, uma batalha por supremacia, que se estende ao longo dos anos e que se transforma em obsessão, cujos resultados serão inevitavelmente trágicos.",Drama,2006,en,https://image.tmdb.org/t/p/w500/9yOIPXWQ9ttsZfzHvmcS7XiV8To.jpg,,130
Piratas do Caribe: O Baú da Morte,Gore Verbinski,7.4,16336,"Will e Elizabeth estão prestes a se casar quando o lendário pirata Davy Jones, comandante do invencível navio assombrado O Holandês Voador, aparece para cobrar uma dívida do capitão Jack Sparrow, amigo do casal. A única chance de Sparrow se livrar de uma maldição de Jones é encontrando o baú da morte.",Aventura,2006,en,https://image.tmdb.org/t/p/w500/dCXOveWolVMMbJZQ0cNslpqohPM.jpg,,151
O Diabo Veste Prada,David Frankel,7.392,12296,"Andrea Sachs é uma jovem que conseguiu um emprego na Runaway Magazine, a mais importante revista de moda de Nova York. Ela passa a trabalhar como assistente de Miranda Priestly, principal executiva da revista. Apesar da chance que muitos sonhariam em conseguir, logo Andrea nota que trabalhar com Miranda não é tão simples assim.",Drama,2006,en,https://image.tmdb.org/t/p/w500/clsvqIWM5ZILUcHjobQd4WtHZdu.jpg,,109
Os Infiltrados,Martin Scorsese,8.159,15311,"Billy Costigan, um jovem policial, recebe a missão de se infiltrar na máfia, mais especificamente no grupo comandado por Frank Costello. Billy conquista sua confiança ao mesmo tempo em que Colin Sullivan, um criminoso que atuou na polícia como informante de Costello, também ascende dentro da corporação. Tanto Billy quanto Colin se sentem aflitos devido à vida dupla que levam. Mas quando a máfia e a polícia descobrem que há um espião entre eles, a vida de ambos passa a correr perigo.",Drama,2006,en,https://image.tmdb.org/t/p/w500/5ahf025FzL64EuqUOwM4PB598eb.jpg,,151
007 Cassino Royale,Martin Campbell,7.558,10968,"Depois de obter o status 00 e uma licença para matar, o agente secreto James Bond parte em sua primeira missão como 007. Bond precisa derrotar um banqueiro privado que financia terroristas em um jogo de pôquer de alto risco no Casino Royale, Montenegro.",Aventura,2006,en,https://image.tmdb.org/t/p/w500/7b3qmLlvm2lvJ2gxsKQ42S3RTKR.jpg,https://www.youtube.com/watch?v=FaCoZhLJxYo,144
Carros,John Lasseter,6.998,14308,"Ao viajar para a Califórnia, o famoso carro de corridas Relâmpago McQueen se perde e vai parar em Radiator Springs, uma cidadezinha na Rota 66. Ele conhece novos amigos e aprende lições que mudam sua forma de encarar a vida.",Animação,2006,en,https://image.tmdb.org/t/p/w500/2nM2NRV8wt3n3ffoHQ3KdMkY3vR.jpg,,117
O Plano Perfeito,Spike Lee,7.395,5956,"Assaltantes vestidos com uniformes de pintor invadem um movimentado banco em Nova York e fazem reféns. A polícia chega ao local esperando resolver a situação rapidamente, mas os detetives Frazier e Mitchell se surpreendem com a inteligência e a frieza do líder dos bandidos, Dalton Russell, que parece estar sempre um passo à frente das ações da polícia.",Crime,2006,en,https://image.tmdb.org/t/p/w500/76z8q24vMul7IPguc0QUODF3THk.jpg,,129
Apocalypto,Mel Gibson,7.587,5738,"Jaguar Paw levava uma vida tranquila, que foi interrompida devido à uma invasão. Os governantes de um império maia em declínio acreditavam que a chave para a prosperidade seria construir mais templos e realizar mais sacrifícios humanos. Jaguar é capturado para ser um destes sacrifícios, mas consegue escapar por acaso. Agora, guiado apenas pelo amor que sente por sua esposa e pela filha, ele realiza uma corrida desesperada para chegar em casa e salvar sua família.",Ação,2006,en,https://image.tmdb.org/t/p/w500/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,,139
O Código Da Vinci,Ron Howard,6.727,9540,"Robert Langdon é um famoso simbologista, que foi convocado a comparecer no Museu do Louvre após o assassinato de um curador. A morte deixou uma série de pistas e símbolos estranhos, os quais Langdon precisa decifrar. Em seu trabalho, ele conta com a ajuda de Sophie Neveu, criptógrafa da polícia. Porém, o que Langdon não esperava era que suas investigações o levassem a uma série de mensagens ocultas nas obras de Leonardo Da Vinci, que indicam a existência de uma sociedade secreta que tem por missão guardar um segredo que já dura mais de dois mil anos.",Thriller,2006,en,https://image.tmdb.org/t/p/w500/feyfwGwJOdUAAqjTP3vXJmSesAt.jpg,https://www.youtube.com/watch?v=QJibmt7IZnw,174
Dublê de Anjo,Tarsem Singh,7.597,1368,"Numa Los Angeles em meio aos anos 20, um dublê sofre um acidente que o leva à um hospital gravemente ferido. Com uma fratura na perna e psicologicamente instável, o homem encontra uma garotinha com o braço quebrado. Ele começa, então, a contar uma delirante história fantástica sobre heróis míticos em um mundo sinistro. Ao passo que a história se desenrola e as emoções dos personagens transcendem, a linha entre realidade e imaginação começa a se partir.",Aventura,2006,en,https://image.tmdb.org/t/p/w500/h7N9tVbkODyKlZMNwG9mLLXG6bU.jpg,,117
Ela é o Cara,Andy Fickman,6.816,3106,"Viola é uma boa jogadora de futebol, mas sempre é impedida de jogar com os garotos de sua escola devido ao preconceito de que mulher não pode ser tão boa no esporte quanto um homem. Furiosa, Viola aproveita a viagem de seu irmão Sebastian e decide se passar por ele em sua escola, jogando no time masculino de futebol. Ela tem apenas duas semanas para mostrar que sabe jogar futebol, mas acaba se apaixonando por Duke, seu companheiro de quarto, que acredita que ela é um homem.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/ooZWyBiibhT8il0MGjOYQYYJcsT.jpg,,112
O Labirinto do Fauno,Guillermo del Toro,7.752,10774,"Espanha, 1944. Ofelia se muda com sua mãe para uma guarnição dirigida por seu padrasto, Vidal, um capitão autoritário do exército de Franco. Perto da casa da família, a jovem descobre um estranho labirinto guardado por uma criatura, um fauno chamado Pan. O monstro revela que ela é nada menos que a princesa de um reino encantado. Para descobrir a verdade, Ofelia precisa enfrentar três provas para as quais não está preparada.",Fantasia,2006,es,https://image.tmdb.org/t/p/w500/dOk9NOfmM3SpkExfbHyec7Puz47.jpg,https://www.youtube.com/watch?v=M09mCcVgrsA,118
O Pequenino,Keenen Ivory Wayans,5.909,1778,"O anão Calvin mal saiu da prisão e já planeja um novo assalto a uma joalheria. Perseguido pela polícia, ele esconde o diamante na bolsa de Vanessa, cujo marido, Darryl, sonha em ter um filho. Aproveitando a oportunidade para recuperar a pedra, Calvin se veste como criança e é deixado em frente à casa de Darryl para que seja acolhido. O casal passa um final de semana com o pequeno e decide adotá-lo, acreditando ser um bebê abandonado.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/hhz8suBlc45xIyanIIAg7DmWHCB.jpg,,98
Diamante de Sangue,Edward Zwick,7.545,7833,"Quando a Guerra Civil se enfurece na década de 1990 em Serra Leoa, dois homens, um branco sul-africano mercenário e um pescador negro, se juntam em uma busca para recuperar uma joia rara que tem o poder de transformar suas vidas. Com a ajuda de uma jornalista norte-americana, os homens embarcam em uma jornada perigosa através do território rebelde para conseguir seu objetivo.",Drama,2006,en,https://image.tmdb.org/t/p/w500/hPxJvcZJiuDdYCUzwCbOCzsKAOf.jpg,,143
V de Vingança,James McTeigue,7.899,14801,"Após uma guerra mundial, a Inglaterra é ocupada por um governo fascista e vive sob um regime totalitário. Na luta pela liberdade, um vigilante, conhecido apenas como V, utiliza-se de táticas terroristas para enfrentar os opressores da sociedade. V salva uma jovem chamada Evey da polícia secreta e encontra nela uma nova aliada em busca de liberdade e justiça para o seu país.",Ação,2006,en,https://image.tmdb.org/t/p/w500/rt4TiquPSuBqJsyUVUUC4rCP0ia.jpg,https://www.youtube.com/watch?v=E8XzibXYMWk,130
Idiocracia,Mike Judge,6.334,3130,"Joe Bauers, um americano comum, é selecionado pelo Pentágono para participar de um programa de hibernação. Ele é esquecido no projeto e, 500 anos depois, acorda no futuro. Joe descobre uma nova sociedade e, aos poucos, percebe que as pessoas são completamente idiotas. Será que Bauers é a pessoa mais inteligente dessa época?",Comédia,2006,en,https://image.tmdb.org/t/p/w500/nuCq2b1UPDHLUeNN5dfhKOyzmtP.jpg,,84
Filhos da Esperança,Alfonso Cuarón,7.611,7305,"No ano de 2027, a infertilidade é uma ameaça real para a civilização, e o último humano a nascer em anos acaba de morrer. Frente a um cenário pessimista sobre o futuro, um burocrata desiludido se torna o herói improvável que pode salvar a humanidade. Para isso, ele enfrenta seus próprios demônios e tenta proteger a última esperança do planeta: uma jovem mulher milagrosamente grávida, descoberta pela ativista inteligente com quem fora casado.",Drama,2006,en,https://image.tmdb.org/t/p/w500/3pJNB7VYy2Xwii1SmU8GMxDEmeT.jpg,https://www.youtube.com/watch?v=nz57XKJUb88,109
Uma Noite no Museu,Shawn Levy,6.588,10406,"Quando Larry Daley é contratado como guarda noturno no museu, ele logo descobre que todos os seres do museu ganham vida após o pôr-do-sol. Logo de cara, Larry se vê frente a frente com um brincalhão esqueleto de T. Rex, mas também é cercado por exércitos de minúsculos soldados romanos e por caubóis armados. Para completar, há um macaquinho endiabrado que o deixa maluco! Mas talvez ele consiga descobrir um modo de controlar o caos e tornar-se um herói aos olhos de seu filho.",Ação,2006,en,https://image.tmdb.org/t/p/w500/Pca1hVNgPAUcp6zVHldlboh80R.jpg,,108
Super Nacho,Jared Hess,6.484,1702,"Nacho (Jack Black) é um jovem criado no monastério mexicano de Oaxaca e deve fazer algo para salvar o local sagrado. Ele resolve entrar para o torneio de luta livre. Mas as intenções de Natcho não são totalmente altruistas: ele está de olho na irmã Encarnacion (Ana de la Reguera), uma bela freira mexicana que acaba de chegar no monastério.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/hTOfjp1vXzv5cJvIJDZtpuDX1wx.jpg,,92
A Era do Gelo 2,Carlos Saldanha,6.709,9909,"O aquecimento global traz ameaças de inundações generalizadas a regiões que antes eram geladas. Manny, Sid e Diego partem em busca de um refúgio seguro. Eles encontram outro mamute, mas que acredita ser um gambá.",Animação,2006,en,https://image.tmdb.org/t/p/w500/5BSEXwvi0xDC2CbMkZQ0LngaVOh.jpg,,91
Terror em Silent Hill,Christophe Gans,6.589,4431,"Rose, uma mãe desesperada leva sua filha adotiva, Sharon, para a cidade de Silent Hill na tentativa de curá-la de seu sofrimento. Após um violento acidente de carro, Sharon desaparece e Rose começa sua busca desesperada para recuperá-la. Ela entra em uma neblina de cinzas e vai de encontro ao terrível segredo da cidade. Perseguida por grotescas criaturas deformadas e outras pessoas da cidade presas em um permanente purgatório, Rose começa a desvendar a verdade por trás do apocalíptico desastre que queimou a cidade há 30 anos.",Terror,2006,en,https://image.tmdb.org/t/p/w500/7CLiGJbAlJNlbMbgeVbLhaEx8XD.jpg,,125
Paprika,今敏,7.812,2570,"Em um futuro próximo, o Dr. Tokita inventa um poderoso aparelho chamado DC Mini, que torna possível o acesso aos sonhos das pessoas. Sua colega, a Dra. Chiba, psicoterapeuta e pesquisadora de ponta, desenvolve um tratamento psiquiátrico revolucionário a partir do aparelho. Mas, antes de seu uso ser sancionado pelo governo, o DC Mini é roubado. Então eles mergulham no mundo do inconsciente para descobrir quem está por trás do crime.",Animação,2006,ja,https://image.tmdb.org/t/p/w500/aD0uIqGX3xdmUF2Ol2nvhJsfL5C.jpg,https://www.youtube.com/watch?v=jPE_OqOk99M,90
American Pie: O Último Stifler Virgem,Joe Nussbaum,5.507,2070,"Erik Stifler (John White), primo de Matt e Steve, deseja perder a virgindade antes de concluir a faculdade. Desejando ajudá-lo, seus amigos decidem incentivá-lo a participar da ""Milha Nua"", uma tradicional corrida em que as pessoas correm pelados pelo campus da faculdade.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/tW8I7JqwDIACpS3Wo7aJnYnyFup.jpg,https://www.youtube.com/watch?v=apskNVVyG-A,97
Perfume: A História de um Assassino,Tom Tykwer,7.364,4686,"Jean-Baptiste Grenouille nasceu com o dom de sentir cheiros como nenhuma outra pessoa no mundo. Seu olfato espetacular funcionava praticamente como um sensor, reconhecendo todo o mundo a sua volta. A fixação pelos cheiros do mundo fez com que Grenouille crescesse afastado das outras pessoas e dos valores sociais, mas em uma visita à cidade grande descobriu algo que mudou sua vida: as perfumarias. Ele desenvolverá, a partir daí, uma obsessão pela criação do perfume perfeito.",Crime,2006,en,https://image.tmdb.org/t/p/w500/mjjzpozbBAi5Xd4Y2SWbXKkNQfT.jpg,https://www.youtube.com/watch?v=lA9XDctItAk,127
Todo Mundo em Pânico 4,David Zucker,5.488,3335,"Mais uma continuação da franquia de filmes que faz sátiras das produções mais recentes de terror, como ""Jogos Mortais"" e ""O Grito"". Desta vez, duas jovens tentam salvar o mundo de uma invasão alienígena.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/eq5xuEdFjjUsaLeKVLlokd4pnKj.jpg,,83
Click,Frank Coraci,6.295,7164,"Um arquiteto casado e com filhos está cada vez mais frustrado por passar a maior parte de seu tempo trabalhando. Um dia, ele encontra um inventor excêntrico que lhe dá um controle remoto universal, com capacidade de acelerar o tempo.",Comédia,2006,en,https://image.tmdb.org/t/p/w500/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,,107
Happy Feet: O Pinguim,George Miller,6.201,5199,"Os pinguins imperadores nasceram para cantar. Todos eles, a não ser o jovem Mano, que parece ter nascido para sapatear...  Esse comportamento pouco comum para um pinguim acaba cavando a saída de Mano da Terra do Imperador e o lança em um mundo enorme e frio. Acompanhado por amigos e por um bando de pinguins diferentes liderados pelo divertido Amoroso. Mano embarca em uma jornada épica e definitiva para sua vida, que prova que sendo fiel aquilo que acredita, qualquer pessoa pode fazer diferença no mundo.",Animação,2006,en,https://image.tmdb.org/t/p/w500/vd5OoU5rhfKblLoLwaCK5QU0yJS.jpg,,108
Os Sem-Floresta,Karey Kirkpatrick,6.57,4558,"A primavera chegou, o que faz com que os animais da floresta despertem da hibernação. Ao acordar eles logo têm uma surpresa: surgiu ao redor de seu habitat natural uma grande cerca verde. Inicialmente eles temem o que há por detrás da cerca, até que RJ revela que foi construída uma cidade ao redor da floresta em que vivem, que agora ocupa apenas um pequeno espaço. RJ diz ainda que no mundo dos humanos há as mais diversas guloseimas, convencendo os demais a atravessar a cerca. Entretanto esta atitude desagrada o cauteloso Verne, que achava melhor permanecer onde estavam inicialmente.",Família,2006,en,https://image.tmdb.org/t/p/w500/brRa33QT2jMwMHyjqh4N3EPq1zO.jpg,,84
Déjà Vu,Tony Scott,6.868,4956,"O agente federal Doug Carlin viaja para investigar a causa de uma explosão fatal que ocorreu em Nova Orleans. Ele descobre, então, um meio de viajar no tempo e, consequentemente, evitar que a explosão ocorra.",Ação,2006,en,https://image.tmdb.org/t/p/w500/siODmMjyejgygzGWNK3rzROCeBL.jpg,,126
Viagem Maldita,Alexandre Aja,6.443,3100,"Viagem Maldita é a história de uma família em férias com direção à Califórnia, que no entanto é desviada com muito pavor a um trecho desolado do deserto, levando seus viajantes a ficarem presos em um zona atômica do governo. Longe de tudo, a família Carter logo percebe que esta aparente desabitada terra devastada, é na verdade local de procriação de uma cruel e sanguinária, família de mutantes...que fará deles suas presas, enfrentando assim uma batalha desesperada pela sobrevivência.",Terror,2006,en,https://image.tmdb.org/t/p/w500/m7rGCY9MafDX3N3Z9jSzHSWGqtg.jpg,,107
Adrenalina,Brian Taylor,6.648,3908,"Chev Chelios é um assassino profissional que deseja deixar o ramo de trabalho. Porém ele é envenenado com uma toxina chamada ""Beijing Cocktail"", que afeta a glândula supra-renal. Esta glândula cuida da produção de adrenalina no organismo, com a toxina forçando a diminuição constante dos batimentos cardíacos até sua parada total. Com pouco tempo de vida, Chev decide partir atrás de vingança.",Ação,2006,en,https://image.tmdb.org/t/p/w500/ku4KBdSrqiZIsVDpsH3yvrhTWkB.jpg,,88
"Ela Dança, Eu Danço",Anne Fletcher,6.867,3747,"Tyler Gage é um rapaz problemático que tem que fazer trabalhos comunitários em uma escola de arte. Ele chama a atenção de Nora, uma talentosa bailarina que está tentando misturar passos de hip-hop ao balé clássico e que o convence a ajudá-la.",Música,2006,en,https://image.tmdb.org/t/p/w500/fdcpRdrEtvXINLCBv2lko7uxwVo.jpg,,104
