Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
A Espinha do Diabo,Guillermo del Toro,7.279,1250,"Depois que Carlos, um garoto de 12 anos cujo pai morreu na Guerra Civil Espanhola, chega a um orfanato ameaçador de meninos, ele descobre que a escola é assombrada e tem muitos segredos obscuros que ele deve descobrir.",Fantasia,2001,es,https://image.tmdb.org/t/p/w500/ig8rIPSUKg5ZLKv78cuaZ2gTTwg.jpg,https://www.youtube.com/watch?v=BLmdzK7xoWw,108
Na Teia da Aranha,Lee Tamahori,6.326,1895,"O detetive Alex Cross recebe a ajuda da agente do Serviço Secreto americano Jezzie Flannigan para enfrentar Gary Soneji, um psicopata esquizofrênico que planeja seus passos com a precisão de uma aranha tecendo sua teia e que acaba de sequestrar a filha de um senador americano, quando ela estava em seu colégio.",Crime,2001,en,https://image.tmdb.org/t/p/w500/AvZIQb8IXp2n6IGgSfBk2zfB4S5.jpg,,104
O Homem que Não Estava Lá,Joel Coen,7.525,1611,"Em meio aos anos 40, Ed Crane (Billy Bob Thornton) é um barbeiro infeliz, que vive com sua esposa Doris (Frances McDormand). Ao descobrir que ela o está traindo, Ed passa então a planejar uma trama de chantagem contra ela, a fim de ensinar-lhe uma lição. Mas quando seu plano vai por água abaixo uma série de consequências desagradáveis ocorrem, incluindo vários assassinatos.",Crime,2001,en,https://image.tmdb.org/t/p/w500/mmvbTs5VAS29PR8ty23dA58oJS.jpg,,111
Assassinato em Gosford Park,Robert Altman,6.8,1129,"Na década de 1930, Sir William McCordle e família recebem ricos e famosos para um relaxante fim de semana em uma suntuosa casa de campo. Mas um assassinato ocorre na propriedade, e todos os convidados e serventes viram suspeitos do crime.",Drama,2001,en,https://image.tmdb.org/t/p/w500/d7u7ohi8eXEUw7CDH4BmWTWz3Ta.jpg,,137
A Última Ceia,Marc Forster,6.8,1008,"Letícia é uma mulher negra que perde o marido, um assassino condenado à morte. Hank é um policial racista que perde o filho por suicídio. Um trágico acidente une essas almas sofridas em um improvável relacionamento, mas um segredo pode destruir tudo.",Drama,2001,en,https://image.tmdb.org/t/p/w500/1cKQ4ZW9nevMx6qV5brtYgXWvr1.jpg,,111
A Mexicana,Gore Verbinski,5.929,1490,"Jerry Welbach é um gângster atrapalhado que recebe dois ultimatos de uma vez só. O primeiro vem de seu chefe mafioso, que quer que ele vá ao México para recuperar uma pistola antiga e inestimável. Já o segundo vem de sua namorada Samantha, que exige que ele rompa sua associação com a máfia. Entre perder a vida ou a namorada, Jerry resolve ir ao México, ainda mais depois de saber que Samantha será mantida refém pelos mafiosos até que ele retorne com a lendária pistola.",Ação,2001,en,https://image.tmdb.org/t/p/w500/gp81OzJEQb0OHrrcQPvGJajAKTr.jpg,,123
O Império (do Besteirol) Contra-Ataca,Kevin Smith,6.426,1597,"Quando Jay e Silent Bob descobrem que os personagens de histórias em quadrinhos baseados neles, Bluntman e Chronic, irão ser adaptados para o cinema, eles vibram de alegria. Mas logo esta alegria vira raiva quando ambos descobrem que não receberão nada por terem inspirado os personagens. Visto isso, eles resolvem partir em uma viagem de Nova Jersey até Hollywood a fim de sabotar as filmagens, que estão prestes a serem iniciadas.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/c0K6tWGVqV28NUAFxQw6ykhXlnv.jpg,,104
Super Tiras,Jay Chandrasekhar,6.55,1139,"Cinco patrulheiros passam a maior parte do tempo se divertindo com motoristas em alta velocidade na estrada. Mas quando o estado anuncia um corte no orçamento, eles resolvem se esforçar para impressionar seus superiores e salvar seus empregos.",Comédia,2001,en,https://image.tmdb.org/t/p/w500/wblrFSrqv1TlQSSfL3WIN2G7Idg.jpg,,100
A Experiência,Oliver Hirschbiegel,7.409,1121,"Baseado no Experimento de Aprisionamento de Stanford Uma equipe de cientistas arregimenta 20 presos para uma experiência psicológica em troca de um prêmio em dinheiro. Os prisioneiros são divididos em dois grupos: oito deles fazem o papel de guardas e os outros 12, de internos. As cobaias são isoladas numa área da penitenciária onde certas regras devem ser obedecidas e mantidas pelos guardas. No início, a camaradagem reina no ambiente, mas a violência não tarda a explodir.",Drama,2001,de,https://image.tmdb.org/t/p/w500/nIAJnivbh5N8gpbyVmtPFC9psON.jpg,,120
Hannibal,Ridley Scott,6.77,4843,"Sete anos se passaram desde que Dr. Hannibal Lecter escapou da prisão. O brilhante mas perigosíssimo psiquiatra agora está solto pela Europa. Mason Verger se lembra bem do seu contato com Dr. Lecter, pois foi sua sexta vítima. Embora horrivelmente desfigurado, sobreviveu, e agora busca vingança. Verger percebe que, para encontrar Lecter, precisa despertar o interesse dele com uma isca: a agente do FBI Clarice Starling.",Crime,2001,en,https://image.tmdb.org/t/p/w500/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg,,131
Velozes e Furiosos,Rob Cohen,6.988,10238,"Um investigador da polícia se infiltra em uma turma de rachas suspeita de roubar caminhões, mas acaba apaixonando-se pela irmã do líder.",Ação,2001,en,https://image.tmdb.org/t/p/w500/rKaaYM4CtuJZFdOA0SZWbaMNHbn.jpg,,104
Jurassic Park 3,Joe Johnston,6.15,7326,"Precisando de fundos para pesquisas, o Dr. Alan Grant aceita uma grande quantia em dinheiro para acompanhar Paul e Amanda Kirby em um passeio aéreo pela infame Isla Sorna. Não demora muito para que o inferno comece e os viajantes encalhados tenham que lutar pela sobrevivência enquanto uma série de novos - e ainda mais mortais - dinossauros tentam fazer lanches com eles.",Aventura,2001,en,https://image.tmdb.org/t/p/w500/rK49gf1crAVdtr7sVwqrTKWFkDM.jpg,,92
Triplo X,Rob Cohen,5.943,4416,"O ex-atleta de esportes extremos Xander ""XXX"" Cage, famoso por suas acrobacias que desafiam a morte, é convencido de que pode ter sucesso em ações que espiões convencionais falharam. Xander é recrutado pelo agente Gibbons para se tornar um tipo diferente de agente secreto. Agora, em uma perigosa missão, ele precisa usar todas as suas habilidades para combater um inimigo mortal.",Ação,2002,en,https://image.tmdb.org/t/p/w500/lpmyeqSR2Pc7ytfTp1ScD3ferX4.jpg,https://www.youtube.com/watch?v=7LDoxchQksM,124
Lilo & Stitch,Chris Sanders,7.538,6456,"Lilo é uma garotinha de cinco anos que ama cuidar de animais. Um dia ela adota um cachorro e decide chamá-lo de Stitch. O que ela não sabe é que Stitch é um alienígena e um dos criminosos mais perigosos da galáxia. Agora, para escapar de seus captores que ainda o persegue, Stitch decide se passar por um cachorro comum, criando com o tempo um laço de amizade com Lilo.",Animação,2002,en,https://image.tmdb.org/t/p/w500/ottRXMCQ9jPB318syTcfIdtJWIE.jpg,,85
Homem-Aranha,Sam Raimi,7.3,19597,"Peter Parker é um jovem estudioso que vive com seus tios, Ben e May, desde que seus pais faleceram. Peter tem dificuldade em se relacionar com seus colegas, por ser tímido e por eles o considerarem um nerd. Até que, em uma demonstração científica, um acidente inesperado faz com que uma aranha modificada geneticamente pique Peter. A partir de então seu corpo é quimicamente alterado pela picada da aranha.",Ação,2002,en,https://image.tmdb.org/t/p/w500/2WIwz0qJpnVAiofTAhrmhbKxuvE.jpg,,121
Harry Potter e a Câmara Secreta,Chris Columbus,7.707,22525,"Carros voadores, árvores que lutam e um misterioso elfo, com um aviso ainda mais misterioso. Harry Potter está pronto para dar início ao segundo ano de sua maravilhosa jornada no mundo da bruxaria. Em Hogwarts nesse ano, aranhas falam, cartas dão broncas e a habilidade de Harry para falar com cobras voltará contra ele. De clubes de duelo a jogadores de quadribol desonestos, esse será um ano de aventura e perigo para todos. Quando a mensagem sangrenta na parede anuncia que a Câmara Secreta foi aberta, Harry, Rony e Hermione percebem que para salvar Hogwarts será preciso muita mágica e coragem. Confira essa enfeitiçante adaptação do segundo livro da obra da escritora J.K. Rowling e prepare-se para ficar petrificado quando Harry Potter demonstrar que, mais que um bruxo, é um verdadeiro herói.",Aventura,2002,en,https://image.tmdb.org/t/p/w500/27DNJjNTLpKDsuhqjSjklyPnos4.jpg,https://www.youtube.com/watch?v=cf0rRYvDuys,161
Prenda-Me se For Capaz,Steven Spielberg,7.977,16084,"Frank Abagnale Jr. já foi médico, advogado e co-piloto, tudo isso com apenas 18 anos. Mestre na arte do disfarce, ele aproveita suas habilidades para viver a vida como quer e praticar golpes milionários, que fazem com que se torne o ladrão de banco mais bem-sucedido da história dos Estados Unidos com apenas 17 anos. Mas em seu encalço está o agente do FBI Carl Hanratty, que usa todos os meios que tem ao seu dispor para encontrá-lo e capturá-lo.",Drama,2002,en,https://image.tmdb.org/t/p/w500/9DxyEmo1c92OdwylnDVDe2V2bzO.jpg,,141
Extermínio,Danny Boyle,7.235,7099,"Um poderoso vírus está a solta. Transmitido em uma gota de sangue e com efeito devastador em alguns segundos, o vírus mantém os infectados em um estado permanente de descontrole assassino. Dentro de 28 dias, o país está tomado e um punhado de sobreviventes inicia esforços para garantir algum futuro à raça humana, mas o que não percebem é que o vírus mortal não é única coisa que os ameaça.",Terror,2002,en,https://image.tmdb.org/t/p/w500/yCvIASL9gEoYrwzP6xqiQrN6AeZ.jpg,,112
O Senhor dos Anéis: As Duas Torres,Peter Jackson,8.405,22571,"Após a captura de Merry e Pippy pelos orcs, a Sociedade do Anel é dissolvida. Frodo e Sam seguem sua jornada rumo à Montanha da Perdição para destruir o anel e descobrem que estão sendo perseguidos pelo misterioso Gollum. Enquanto isso, Aragorn, o elfo e arqueiro Legolas e o anão Gimli partem para resgatar os hobbits sequestrados e chegam ao reino de Rohan, onde o rei Theoden foi vítima de uma maldição mortal de Saruman.",Aventura,2002,en,https://image.tmdb.org/t/p/w500/cmTFY35KK40yBX23Z9HhqU5uZ2O.jpg,,180
A Era do Gelo,Chris Wedge,7.361,13591,"Vinte mil anos atrás, num mundo coberto de gelo, o mamute Manfred e a preguiça Sid resgatam um bebê humano órfão. Agora, os dois vão enfrentar muitas aventuras até devolver o filhote de gente à sua tribo, que migrou para um novo acampamento.",Animação,2002,en,https://image.tmdb.org/t/p/w500/A2NR4rJdD6bIVE61T7rhHxrrGvv.jpg,,82
Irreversível,Gaspar Noé,7.208,3007,"O filme narra, de trás para frente, a história de uma vingança. A primeira seqüência mostra dois amigos desesperados, Marcus (Vincent Cassel) e Pierre (Albert Dupontel), saindo pelo submundo de Paris à procura do homem que teria estuprado e espancado Alex (Monica Bellucci), a atual namorada de Marcus e ex-namorada de Pierre. Em seguida, a narrativa volta passo a passo no tempo para mostrar como Marcus e Pierre descobriram o nome do autor do crime, recuando até o próprio estupro e os eventos que o antecederam.",Drama,2002,fr,https://image.tmdb.org/t/p/w500/TfK6g4czNl0OedlC5hfKsQUXRe.jpg,,94
O Pianista,Roman Polanski,8.379,9520,"Um pianista judeu polonês vê Varsóvia mudar gradualmente à medida que a Segunda Guerra Mundial começa. Szpilman é forçado a ir para o Gueto de Varsóvia, mas depois é separado de sua família durante a Operação Reinhard. A partir deste momento até que os prisioneiros dos campos de concentração sejam liberados, Szpilman se esconde em vários locais entre as ruínas de Varsóvia.",Drama,2002,en,https://image.tmdb.org/t/p/w500/zgtCY3VshbIv3UfNkdvVEShGmlE.jpg,https://www.youtube.com/watch?v=6NXjPxA_z0Q,150
O Chamado,Gore Verbinski,6.678,6298,"Rachel Keller é uma jornalista que decide investigar a misteriosa morte de sua sobrinha. Ela percebe a relação da morte dela e de várias outras mortes com um estranho vídeo, que faz com que todas as pessoas que o assistam morram exatamente sete dias depois. Intrigada com a história, ela agora precisa descobrir um meio que impeça que a profecia se realize, já que ela e seu filho assistiram ao vídeo.",Terror,2002,en,https://image.tmdb.org/t/p/w500/4skN151KEKtJQSLJ7zkWSDGE0DJ.jpg,https://www.youtube.com/watch?v=7PX9gNDrZ54,115
Infidelidade,Adrian Lyne,6.668,1588,"Num subúrbio de Nova York, Connie Sumner (Diane Lane) leva uma vida feliz e segura ao lado de Edward (Richard Gere), com quem está casada há 11 anos, e seu filho Charlie (Erik Per Sullivan). Aparentemente nada poderia se interpor na felicidade do casal, mas o amor é posto à prova quando Connie esbarra com Paul Martel (Olivier Martinez), um belo e sensual francês. Os dois se tornam amantes e são dominados por uma paixão que não para de crescer, enquanto o comportamento da mulher começa a gerar suspeitas em Edward.",Thriller,2002,en,https://image.tmdb.org/t/p/w500/ina8zdMp5CHRd59cupyRbMFCTAz.jpg,,124
Cidade de Deus,Fernando Meirelles,8.427,7637,"Buscapé é um jovem morador da Cidade de Deus que cresce em meio à violência. Com medo de se tornar um bandido, enxerga na fotografia uma oportunidade de ter uma vida digna.",Drama,2002,pt,https://image.tmdb.org/t/p/w500/gfnXixcGC060QcG6JPxN6AMdVsq.jpg,https://www.youtube.com/watch?v=fZJUKixyeXM,130
Star Wars: Episódio II - Ataque dos Clones,George Lucas,6.576,13565,"Com a missão de proteger a Senadora Amidala, Anakin Skywalker descobre o seu amor por ela, do mesmo modo que vai conhecendo seu lado sombrio. Obi-Wan Kenobi descobre um exército de clones à medida que a Galáxia caminha para uma grande guerra.",Aventura,2002,en,https://image.tmdb.org/t/p/w500/ri3Gu1dYMxDcT0t4sUi0Aqf7MRS.jpg,https://www.youtube.com/watch?v=n7DQ9SdjUmg,142
Secretária,Steven Shainberg,6.781,1701,"Uma jovem acaba de receber alta de um hospital psiquiátrico e consegue um trabalho como secretária de um advogado exigente. Lentamente, sua relação profissional passa para algo mais sexual e sadomasoquista.",Romance,2002,en,https://image.tmdb.org/t/p/w500/w7nyLw8qvgsda94Mn1YTXy4Gq2n.jpg,,107
O Conde de Monte Cristo,Kevin Reynolds,7.681,1858,"Fernand Mondego não consegue mais suportar a inveja que possui de Edmond Dantes, por este possuir uma belíssima mulher. Influente, acaba fazendo com que Dantes, um homem pobre e honesto, seja acusado de traição e assassinato, indo parar em uma prisão ilhada e isolada do mundo. Dantes, ao longo dos anos que fica preso, vai perdendo a fé em Deus, até que encontra um padre que também estava preso e tinha um plano de fuga. Ele então escapa da prisão cheio de ódio e sedento por vingança.",Aventura,2002,en,https://image.tmdb.org/t/p/w500/pjoMyKnMh0EY6o2IxT1aiM1xqpk.jpg,,131
Minority Report: A Nova Lei,Steven Spielberg,7.349,8960,"Não há crimes em Washington D.C. há seis anos, graças a impressionante tecnologia que identifica os assassinos antes que eles possam cometer seus crimes. Mas quando o próprio chefe da Divisão de Pré-Crime é acusado de um futuro assassinato, ele tem apenas 36 horas para descobrir quem está querendo destruí-lo ou tornar-se-á uma vítima do sistema ""perfeito"" que ele ajudou a criar.",Ficção científica,2002,en,https://image.tmdb.org/t/p/w500/mA6l3ocroh9vNY5iYhPSa3BZo7E.jpg,,148
Spirit: O Corcel Indomável,Kelly Asbury,7.691,4675,"No final do século XVII em pleno Oeste norte-americano vive Spirit, um cavalo que resiste a ser domado pelo homem. Ele se apaixona por uma égua local, chamada Chuva, e desenvolve uma grande amizade com um jovem índio Lakota chamado Pequeno Rio. Juntos eles acompanham a colonização do local onde vivem, percebendo as mudanças que a chegada da civilização fazem em seu dia-a-dia.",Animação,2002,en,https://image.tmdb.org/t/p/w500/jycgp5AdZFKj2Qh2VACG9ilK93l.jpg,https://www.youtube.com/watch?v=fxRg2cSAbTE,86
