id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
1465,Noites Quentes de Verão,Elijah Bynum,6.642,Drama,2018,Inglês,"No verão de 1991, um adolescente atinge a maioridade durante um verão que ele passa em Cape Cod ficando rico vendendo maconha para gângsteres, se apaixonando pela primeira vez, festejando e acaba percebendo que está perdendo a cabeça.",https://image.tmdb.org/t/p/w500/yLrzCUG1IcVZ9Sc60Mjgf1jn5o0.jpg,https://www.youtube.com/watch?v=pdPS7h-JU28,18
1466,Trauma,Lucio A. Rojas,5.585,Terror,2017,Espanhol,"Quatro amigas visitam uma localidade no Chile e são brutalmente atacadas por um homem e seu filho. Quando não conseguem achar ajuda,  decidem confrontá-los com o apoio de dois policiais e assim descobrem que esses dois carregam no sangue um sinistro legado da História do país.",https://image.tmdb.org/t/p/w500/ugp2ugWI4Va8DKTuGZ2ry7YclIt.jpg,https://www.youtube.com/watch?v=iOT64wP4QHg,12
1467,Uma Segunda Chance Para Amar,Paul Feig,7.227,Comédia,2019,Inglês,"Kate (Emilia Clarke) é uma jovem inglesa cuja vida é uma bagunça. Ela trabalha como elfo em uma loja temática de natal o ano todo. Quando ela conhece Tom (Henry Golding), o que parecia impossível se torna realidade, conforme o rapaz enxerga através de todas as barreiras que ela construiu.",https://image.tmdb.org/t/p/w500/1vqkt1bZF5gDmID60jzhEip2WrL.jpg,https://www.youtube.com/watch?v=6ABmXDV7y-w,17
1468,Deus Não Está Morto 2,Harold Cronk,6.14,Drama,2016,Inglês,"Grace Wesley é uma professora cristã que, ao responder uma pergunta feita por uma de suas alunas, Brooke, acaba falando sobre Jesus Cristo em plena sala de aula. Tal situação lhe rende um processo administrativo impulsionado pela diretora Kinney, que não quer que assuntos religiosos sejam tratados dentro da escola. Após se recusar a pedir desculpas pelo ocorrido, Grace é processada pelos pais de Brooke, que acreditam que a polêmica em torno do julgamento possa facilitar a entrada da garota em uma universidade de prestígio.",https://image.tmdb.org/t/p/w500/c9xXefsaYEp5cg9Gdjq0jZeX0g9.jpg,https://www.youtube.com/watch?v=9ZoMluNRODw,12
1469,Gênios do Crime,Jared Hess,5.749,Ação,2016,Inglês,"A história gira em torno de Dave Ghantt, um guarda noturno de uma companhia de carros blindados no sul dos Estados Unidos que organiza um dos mais ousados assaltos a banco da história norte-americana. Mesmo sem ter experiência e contando com a ajuda dos colegas mais atrapalhados, ele consegue roubar 17 milhões de dólares. Baseado em uma história real.",https://image.tmdb.org/t/p/w500/oeGZwp0XPmtM08gA4ObdUT9OrGq.jpg,https://www.youtube.com/watch?v=wj3Mdd13u7E,10
1470,Personal Shopper,Olivier Assayas,5.9,Drama,2016,Francês,"Maureen (Kristen Stewart) é uma jovem americana que mora em Paris e trabalha como ""personal shopper"" para uma celebridade local. Ela também tem uma capacidade especial para se comunicar com o mundo dos mortos. A moça dividia esse dom com seu irmão, recém-falecido, que parece estar querendo enviar uma mensagem para o mundo dos vivos.",https://image.tmdb.org/t/p/w500/eHqkTghcdDdrvemQL7wPqzDS7Zl.jpg,https://www.youtube.com/watch?v=vlYfXSY-9eg,13
1471,Sala Verde,Jeremy Saulnier,6.7,Terror,2016,Inglês,"Após terminarem seu show, uma banda de rock acaba testemunhando um terrível ato de violência e um brutal assassinato. Como eles são as únicas testemunhas do crime, eles logos se tornam o principal alvo de uma gangue de skinheads. A banda, então, terá que se refugiar na ""sala verde"" se quiser sobreviver a ""queima de arquivos"" promovida pelos brutais assassinos.",https://image.tmdb.org/t/p/w500/im3BSIqT3JXAdTlLAdhwaw9DSkw.jpg,https://www.youtube.com/watch?v=eoPOkq4adCA,11
1472,Amor e Revolução,Florian Gallenberger,7.257,Drama,2015,Inglês,"Chile, 1973. Em meio ao golpe de estado que derrubou o presidente eleito Salvador Allende e possibilitou a ascensão do ditador Augusto Pinochet, as massas estão nas ruas protestando, entre eles um casal alemão, Lena e Daniel. Quando o rapaz é levado pela polícia secreta de Pinochet, Lena procura por ele e descobre que seu amado está em um lugar chamado Colonia Dignidad, uma suposta missão de caridade dirigida por um pregador, só que na verdade é uma prisão de onde ninguém nunca escapou. A fim de encontrar Daniel, a moça decide se juntar ao culto religioso da Colonia.",https://image.tmdb.org/t/p/w500/cCRZzRIlmtg6xFPwSWQy0dFiEQs.jpg,https://www.youtube.com/watch?v=a_ovUhZAWWw,13
1473,Os Últimos na Terra,Craig Zobel,5.7,Drama,2015,Inglês,"Após um desastre que destrói a maioria da civilização, dois homens e uma jovem se encontram em um triângulo amoroso emocionalmente carregado como os últimos sobreviventes conhecidos.",https://image.tmdb.org/t/p/w500/esoNM2wnJRkYyTUmcf3CP53Y47n.jpg,https://www.youtube.com/watch?v=2Lzw4I_6j1I,19
1474,A Nova Cinderela: Se O Sapato Encaixar,Michelle Johnston,7.2,Comédia,2016,Inglês,"Tessa (Sofia Carson) é uma jovem sonhadora que vive uma vida infeliz ao lado de sua madrasta e sua meio-irmãs. Quando a madrasta a obriga a ser sua assistente em um concurso de talentos, ela descobre uma grande oportunidade: seguir seu coração e se inscrever as audições para mostrar o seu talento. Com a ajuda de seus amigos e descobrindo um novo amor, Tessa vai viver uma história digna do clássico Cinderela.",https://image.tmdb.org/t/p/w500/ta6OU7MVKaEExDHL1dRVg9mS0hH.jpg,https://www.youtube.com/watch?v=UCq3w6cMJ4I,18
1475,Noite Sem Fim,Jaume Collet-Serra,6.422,Ação,2015,Inglês,"O mafioso e pistoleiro do Brooklyn Jimmy Conlon descobre que seu filho Mike está em perigo, e deve escolher entre a família do crime que escolheu e a família real que abandonou há muito tempo. Com Mike foragido, a única penitência de Conlon para os erros do passado pode ser evitar que o filho tenha o mesmo destino que o dele.",https://image.tmdb.org/t/p/w500/a7Mg9nL5014CrOHesZ2wZEQqMfN.jpg,https://www.youtube.com/watch?v=9RKkX7xw2pg,17
1476,O Bicho Vai Pegar 4,David Feiss,5.955,Animação,2015,Inglês,"Elliot, Boog e todas as criaturas da sua floresta favorita estão de volta nesta nova comédia cheia de aventura. Quando um caso de confusão de identidade leva tanto os seres humanos quanto os animais acreditarem que existe um Lobisomem na Floresta, todos devem se unir para salvar suas vidas.",https://image.tmdb.org/t/p/w500/z2dwEPtt8xBP6DSehwuwOGskokL.jpg,https://www.youtube.com/watch?v=yWobg5ExIlo,19
1477,7 Desejos,John R. Leonetti,5.689,Terror,2017,Inglês,"Clare Shannon é uma garota de 17 anos que está tentando sobreviver à vida de estudante, até que seu pai encontra uma antiga e misteriosa caixa de música e a dá de presente para a filha.",https://image.tmdb.org/t/p/w500/hZIeMWNciyHyhIqrLiZXJ4VgXHb.jpg,https://www.youtube.com/watch?v=YU3gYov6cos,18
1478,Dor e Glória,Pedro Almodóvar,7.385,Drama,2019,Espanhol,"Salvador Mallo é um melancólico cineasta em declínio que se vê obrigado a pensar sobre as escolhas que fez na vida quando seu passado retorna. Entre lembranças e reencontros, ele reflete sobre sua infância na década de 1960, seu processo de imigração para a Espanha, seu primeiro amor maduro e sua relação com a escrita e com o cinema.",https://image.tmdb.org/t/p/w500/9dUZqJyoCtqv8rPOWIrOwrErb2Q.jpg,https://www.youtube.com/watch?v=vYNkjY0rGwI,14
1479,A Guerra dos Sexos,Valerie Faris,6.769,Drama,2017,Inglês,"Uma disputa de tênis entre o ex-campeão Bobby Riggs (Steve Carell) e a líder da classificação mundial Billie Jean King (Emma Stone) se torna centro de um debate global sobre igualdade de gêneros. Presos sob a atenção da mídia e com ideologias diferentes, Riggs tenta reviver as glórias do passado, enquanto King questiona sua sexualidade e luta pelos direitos das mulheres.",https://image.tmdb.org/t/p/w500/beeE8iWarKffFyeccGrxvgPxqUa.jpg,https://www.youtube.com/watch?v=H5mP6Xp5fYs,16
1480,Tracers: Nos Limites,Daniel Benmayor,6.026,Ação,2015,Inglês,"Cam é um mensageiro de bicicleta que está sendo perseguido por uma mafiosa gangue na cidade de Nova York. Em uma de suas tentativas de fuga, ele conhece a misteriosa e sedutora Nikki. Os dois passam a conviver e ela apresenta a Cam o mundo do Le Parkour. Agora, ele vai usar todas as suas novas habilidades para sobreviver.",https://image.tmdb.org/t/p/w500/yGedOHE4uy4onbvTp8xsIVd41Hx.jpg,https://www.youtube.com/watch?v=4Xzc-oJjSKg,12
1481,Thelma,Joachim Trier,6.819,Drama,2017,Norueguês,"Thelma é uma jovem e tímida garota que acaba de deixar a casa dos pais para estudar em Oslo, onde começa a viver seu primeiro amor. Seu relacionamento logo é afetado pela intromissão opressiva de sua família, que com suas crenças religiosas fundamentalistas conseguem abalar a vida da jovem. Quando Thelma fica chateada, coisas estranhas começam a acontecer e esses fenômenos sobrenaturais só aumentam. Enquanto busca respostas sobre esses poderes que ela não consegue controlar, seus pais severos e religiosos se preparam para o pior.",https://image.tmdb.org/t/p/w500/l3ciaQdEBQdlOP2Bkc7BV7VkPdK.jpg,https://www.youtube.com/watch?v=k7dM9adQFV4,12
1482,7500,Patrick Vollrath,6.139,Drama,2019,Inglês,"Enquanto um avião de grande porte é sequestrado por terroristas em um voo de Berlim para Paris e um grupo de jovens busca invadir a cabine da aeronave. O piloto, contra o tempo, tenta negociar uma possível rendição com o sequestrador.",https://image.tmdb.org/t/p/w500/hL2uecLh2rTTbuVbOriXP0PhqIJ.jpg,https://www.youtube.com/watch?v=CBLgZ8oy_aA,19
1483,O Mau Exemplo de Cameron Post,Desiree Akhavan,6.923,Drama,2018,Inglês,"Flagrada pelo namorado transando com a melhor amiga em pleno baile de formatura, Cameron Post é enviada pela tia para um centro religioso que afirma curar jovens atraídos pelo mesmo sexo, mas para se submeter ou não ao suposto tratamento, a adolescente precisa antes descobrir quem é de fato.",https://image.tmdb.org/t/p/w500/zecOplwpW7TlP3ZKSAKov1ws4b0.jpg,https://www.youtube.com/watch?v=G6QeqCqkrmk,20
1484,Mentira Incondicional,Veena Sud,6.346,Terror,2018,Inglês,"Quando uma adolescente confessa ter matado impulsivamente sua melhor amiga, seus pais desesperados encobrem o crime terrível com uma rede de mentiras.",https://image.tmdb.org/t/p/w500/yI4KnWMr4731pDoGYHNTwqlttdI.jpg,https://www.youtube.com/watch?v=GasU5BDAWZE,12
1485,Mudo,Duncan Jones,5.567,Ficção científica,2018,Inglês,"Em um futuro próximo, um homem mudo procura por sua namorada desaparecida no impiedoso submundo de Berlim, onde atitudes valem muito mais do que palavras.",https://image.tmdb.org/t/p/w500/m9FYlvi3zZipJOcELZSXePdsLsJ.jpg,https://www.youtube.com/watch?v=MBXcewmdL_8,19
1486,No Portal da Eternidade,Julian Schnabel,6.951,Drama,2018,Inglês,"1888. Após sofrer com o ostracismo e a rejeição de suas pinturas em galerias de arte, Vincent Van Gogh (Willem Dafoe) decide ouvir o conselho de seu mentor, Paul Gauguin (Oscar Isaac), e se mudar para Arles, no sul da França. Lá, lutando contra os avanços da loucura, da depressão e as pressões sociais, o pintor holandês adentra uma das fases mais conturbadas e prolíficas de sua curta, porém meteórica trajetória.",https://image.tmdb.org/t/p/w500/wblcMb6Vq0FkXPWBUIGyZrLhSiZ.jpg,https://www.youtube.com/watch?v=onZwywZi9hU,18
1487,O Grande Mestre 3,葉偉信,7.018,Ação,2015,Chinês,Donnie Yen terá uma luta explosiva com o ex-campeão mundial dos pesos pesados de boxe Mike Tyson. E a história ainda abordará parte da juventude do maior discípulo de Yip Man: Bruce Lee.,https://image.tmdb.org/t/p/w500/ucm26uGLD6xcixWS68WMHtlJBuu.jpg,https://www.youtube.com/watch?v=PO8V-YRirS0,16
1488,A Maldição da Casa Winchester,Michael Spierig,5.887,Terror,2018,Inglês,"Sarah Winchester (Helen Mirren) é herdeira de uma empresa de armas de fogo que está convicta de que é assombrada pelas almas mortas através do rifle da família Winchester. Após as repentinas mortes do marido e filho, ela decide construir uma mansão para afastar os espíritos. Quando o psiquiatra Eric Price (Jason Clarke) parte para avaliar o estado psicológico de Sarah, ele percebe que talvez a obsessão dela não seja tão insana assim.",https://image.tmdb.org/t/p/w500/oMS8uz4DrQoP2OU0MHr7KGFdpww.jpg,https://www.youtube.com/watch?v=ga-Hl9GL9TA,20
1489,Vizinhos Nada Secretos,Greg Mottola,6.096,Ação,2016,Inglês,Um casal suburbano se envolve em uma trama de espionagem internacional quando descobre que seus aparentemente perfeitos novos vizinhos são agentes secretos.,https://image.tmdb.org/t/p/w500/b5EnGaVBGt4tjznKjwv2vjE2Ouf.jpg,https://www.youtube.com/watch?v=I_SEFIAERSk,15
1490,Do Jeito Que Elas Querem,Bill Holderman,6.236,Romance,2018,Inglês,"Nos arredores da Califórnia, quatro amigas de longa data estão na casa dos 60 anos e decidem ler no clube do livro mensal o romance Cinquenta Tons de Cinza. Esse não é o tipo de livro que elas leem normalmente, o que faz com que a vida dessas mulheres bem-sucedidas e refinadas mude completamente.",https://image.tmdb.org/t/p/w500/1xR2g5r0z69ToAocEHQ7lLxMnCd.jpg,https://www.youtube.com/watch?v=BvxynUJjUsk,18
1491,Sombra Lunar,Jim Mickle,6.173,Ficção científica,2019,Inglês,Um investigador obcecado em encontrar uma misteriosa serial killer coloca a própria sanidade em risco.,https://image.tmdb.org/t/p/w500/gCIF7srS60AK6Ejrb3s5HkCOHSz.jpg,https://www.youtube.com/watch?v=pbuOvKbQIAU,14
1492,Colette,Wash Westmoreland,6.892,Drama,2018,Inglês,"Sidonie-Gabrielle Colette é uma romancista francesa que sofre com o seu casamento abusivo e com o seu parceiro que tenta ganhar créditos em cima de suas obras de maneira ilegal. Para superá-lo, ela emerge como uma grande escritora no seu país e, consequentemente, como uma candidata para o Prêmio Nobel em Literatura.",https://image.tmdb.org/t/p/w500/dMJuocb1cguv63XIVY0Dy3tfBAN.jpg,https://www.youtube.com/watch?v=eFT2mJzTrKo,15
1493,A Sombra do Reino,Yimou Zhang,6.7,Ação,2018,Chinês,"Se passa durante a era dos Três Reinos da China (anos 220 a 280). A história de um grande rei e seu povo, que será expulso de sua terra natal e desejará reivindicá-la. O rei, violento e ambicioso, de misteriosos métodos e motivos; seu general, um visionário que anseia por vencer a batalha final, mas precisa preparar seus planos em segredo; as mulheres do palácio, que lutam para encontrar a redenção em um mundo onde não têm lugar; e um plebeu chamado ""Senhor de Todo o Mundo"", serão os personagens ao redor que transformam as forças inexoráveis dessa história. (e 16 - Estimado 16 Anos)",https://image.tmdb.org/t/p/w500/tPLJkGizpxkeXyUvWMY6VMVydaS.jpg,https://www.youtube.com/watch?v=iQnn-0WX5K4,16
1494,O Conto dos Contos,Matteo Garrone,6.4,Romance,2015,Italiano,"No reino de Longtrellis, o rei (John C. Reilly) e a rainha (Salma Hayek) vivem com uma frustração, já que não podem ter filhos. Em busca de uma solução, eles entram em contato com um mago, que oferece uma receita: é preciso capturar o coração de um monstro marinho e fazer com que uma virgem o cozinhe, sem que alguém esteja por perto. Entretanto, ele faz um alerta: toda vida criada exige uma perda, para que o equilíbrio seja mantido. Em outro país, um rei (Vincent Cassel) guiado pelo desejo está obcecado por uma mulher que viu pela janela, no alto de seu palácio, sem saber que ela na verdade é uma idosa. Em um terceiro país, um rei (Toby Jones) se surpreende com a descoberta de uma mosca que, alimentada por seu sangue, cresce cada vez mais.",https://image.tmdb.org/t/p/w500/cj6r23X8wny24OZbEkZJxwVr4OZ.jpg,https://www.youtube.com/watch?v=3et9GWqEVlU,16
1495,Victor Frankenstein,Paul McGuigan,5.948,Drama,2015,Inglês,"Um ousado cientista, Victor Frankienstein e seu fiel assistente Igor dividem o sonho de ajudar humanidade através de uma pesquisa sobre imortalidade. Mas quando o experimento de Victor vai além do esperado, sua obsessão pelo tema tem consequências perturbadoras. Agora apenas Igor pode trazer seu amigo de volta desse estado de loucura e salvá-lo de sua monstruosa criação.",https://image.tmdb.org/t/p/w500/zm1eagTUyKKytwRAdGe5X71jE8I.jpg,https://www.youtube.com/watch?v=FCX4UQ19PTs,19
1496,A Última Missão,Matthew Hope,5.8,Ação,2018,Inglês,"Um caçador de recompensas chamado War on Terror é forçado a ir a Londres em uma busca por um agente da CIA, o que o leva a uma batalha mortal com um ex-companheiro militar e seu exército particular.",https://image.tmdb.org/t/p/w500/8LkR5gI0254viUgG1G7Cp8VpXjN.jpg,https://www.youtube.com/watch?v=kjMey5dw73c,10
1497,Bem-vindos a Marwen,Robert Zemeckis,6.521,Drama,2018,Inglês,"Mark Hogancamp é agredido por vários homens em um bar, e entra em coma. Quando torna-se consciente novamente, ele perdeu totalmente a memória, esquecendo a família e os amigos. Para recuperar as lembranças, Mark constrói uma maquete em miniatura de uma cidade belga chamada Marwencol, com bonecos representando os familiares e amigos próximos.",https://image.tmdb.org/t/p/w500/tId0ADoE5geJy4jGWAzZMWCMa8t.jpg,https://www.youtube.com/watch?v=c3211s3oFRw,19
1498,Altamente Imperfeitos,Kelly Asbury,6.62,Animação,2019,Inglês,"Os UglyDolls Moxy, Wage, Babo, Ice-Bat e Wedgehead rumam ao Instituto da Perfeição com o desejo de serem amados mesmo sendo diferentes. Subvertendo a ideia do feio como um adjetivo negativo, a animação mostra que não é preciso ser perfeito para ser incrível.",https://image.tmdb.org/t/p/w500/ixSFQoVC3VU1ACjmRnfIyR631kX.jpg,https://www.youtube.com/watch?v=DCh_r4Asmfk,12
1499,Next Gen,Kevin R. Adams,6.975,Animação,2018,Inglês,"Ao acidentalmente ativar um robô secreto, a garotinha Mai e seu novo amigo unem forças para enfrentar os valentões de plantão e minar um plano diabólico.",https://image.tmdb.org/t/p/w500/hUDDo5MPWM6rc6COQYhaoRNqvhE.jpg,https://www.youtube.com/watch?v=ulpxBoyQ0_c,18
1500,Lady Macbeth,William Oldroyd,6.576,Drama,2016,Inglês,"Katherine (Florence Pugh) está presa a um casamento de conveniência. Casada com Boris Macbeth (Christopher Fairbank), a jovem agora se vê integrante de uma família sem amor. É só quando ela embarca em um caso extraconjugal com um trabalhador da propriedade do marido que as coisas começam a mudar. Ela só não contava que isso iria desencadear vários assassinatos.",https://image.tmdb.org/t/p/w500/xWTJbhTwSTJmhLlX5xAOxPhdnXc.jpg,https://www.youtube.com/watch?v=V0e-z24MWvs,14
1501,Tá Dando Onda 2,Henry Yu,6.1,Animação,2017,Inglês,"No segundo filme, o pinguim surfista Cadu Maverik está disposto a iniciar uma longa jornada em busca de uma praia que tem fama de ter as maiores ondas de todo o mundo. Ele vai convencer o grupo de surfistas The Hang 5 a acompanhá-lo nessa jornada insana",https://image.tmdb.org/t/p/w500/iWlSZXOgzE3VkPsIfXj8eiIQlMl.jpg,https://www.youtube.com/watch?v=MXp6MhcnJMw,10
1502,O Último Suspiro,Daniel Roby,6.32,Drama,2018,Francês,"Em um futuro próximo, a cidade de Paris é sitiada por uma névoa misteriosa capaz de matar seus moradores. Um jovem casal precisa garantir a sobrevivência de sua família dentro do caos que se instaura na região. Sem eletricidade, comida ou água, fica evidente que eles não receberão nenhum tipo de ajuda e para sobreviver será necessário deixar o local e enfrentar a terrível fumaça.",https://image.tmdb.org/t/p/w500/prkigyI1SgeJ9yTdPw5kxsp2XkK.jpg,https://www.youtube.com/watch?v=Xf0VGUR1xg8,13
1503,Amityville: O Despertar,Franck Khalfoun,5.326,Terror,2017,Inglês,"Belle (Bella Thorne) se muda com seus irmãos e sua mãe, Joan (Jennifer Jason Leigh), para uma nova casa. Mas, quando coisas estranhas começam a acontecer, Belle suspeita que sua mãe esteja escondendo algo importante, e logo percebe que eles estão morando na infame casa de Amityville.",https://image.tmdb.org/t/p/w500/pHS8WS8CbcOcSc12sVTT9NAS6RB.jpg,https://www.youtube.com/watch?v=5XkGmEyAWNA,18
1504,A Chorona,Jayro Bustamante,6.383,Thriller,2019,Espanhol,"O general aposentado, Enrique, finalmente enfrenta julgamento pelo massacre genocida de milhares de maias décadas atrás. Enquanto uma horda de manifestantes raivosos ameaça invadir seu lar opulento, as mulheres da casa – sua esposa arrogante, filha em conflito e neta precoce – refletem sobre sua responsabilidade de proteger Enrique, errático e senil, contra as verdades devastadoras que são reveladas publicamente enquanto começam a sentir uma força sobrenatural em busca de vingança por seus crimes. Enquanto isso, grande parte dos empregados da família foge, deixando apenas a governanta leal Valeriana até que uma misteriosa jovem indígena chega…",https://image.tmdb.org/t/p/w500/Agi0zMOOOqQCn1kM2ds9k5wDamJ.jpg,https://www.youtube.com/watch?v=05CaYYmDEBc,18
1505,Um Dia para Viver,Brian Smrz,5.943,Ação,2017,Inglês,"Um assassino (Ethan Hawke) ganha uma segunda chance quando seu empregador o traz de volta à vida temporariamente, logo após ter sido morto no trabalho. Ele ganha então 24 horas para realizar sua missão e se redimir.",https://image.tmdb.org/t/p/w500/yyr8u7wQU2k7HpJvBeGmZsJkZTR.jpg,https://www.youtube.com/watch?v=0iedT8Uaog8,16
1506,Nunca Diga Seu Nome,Stacy Title,5.163,Terror,2017,Inglês,"Três estudantes universitários decidem sair para acampar no tranquilo estado do Wisconsin, nos Estados Unidos. O que eles não sabem é que os planos de terem alguns dias de diversão e descanso seriam interrompidos quando suas vidas se cruzam com o temido ""The Bye Bye Man"", uma criatura mística e sobrenatural que acaba perseguindo-os. Agora eles vão ter que lutar para sobreviver, contra este que é a raiz de todos os atos maus do homem.",https://image.tmdb.org/t/p/w500/o2HnADvqyKAZL4cqONc54HYEGRr.jpg,https://www.youtube.com/watch?v=YHR5xL66Vfc,19
1507,Virei um Gato,Barry Sonnenfeld,5.767,Fantasia,2016,Inglês,"Tom Brand é um poderoso e arrogante empresário, que está obcecado com a ideia de construir o maior arranha-céu da América do Norte. O problema é que seu atual empreendimento, em construção em Nova York, sofre a concorrência de um prédio sediado em Chicago, que pode receber uma antena no teto apenas para superar a disputa. Paralelamente, Tom precisa comprar um presente para sua filha, Rebeca, já que o aniversário dela se aproxima. A garota há anos lhe pede um gato, mas Tom se recusa a comprá-lo porque odeia o animal. Sem encontrar outra alternativa, ele acaba indo na estranha loja de Felix Perkins, um encantador de gatos que lhe vende o Sr. Bola de Pêlos. Entretanto, uma disputa dentro de sua própria empresa faz com que Tom sofra um acidente e, repentinamente, tenha sua consciência transferida para o gato recém-comprado.",https://image.tmdb.org/t/p/w500/fZXms7VBxpRZlJbunf2CRMW0hyJ.jpg,https://www.youtube.com/watch?v=s-56YfabjC8,17
1508,A Batalha das Correntes,Alfonso Gomez-Rejon,6.707,Drama,2018,Inglês,"Ambientado no final do século XIX, a Guerra das Correntes, que foi uma disputa entre Thomas Edison (Benedict Cumberbatch) e George Westinghouse (Michael Shannon) sobre como deveria ser feita a distribuição da eletricidade. Edison fez uma campanha pela utilização da corrente contínua para isso, enquanto Westinghouse defendia a corrente alternada.",https://image.tmdb.org/t/p/w500/1hXJRUdM785ogYuaOo0lXWjOCda.jpg,https://www.youtube.com/watch?v=tuqp1D8N7Hg,18
1509,Lunático 2,Patrick Brice,6.306,Terror,2017,Inglês,"Uma artista que trabalha com vídeo encontra o personagem perfeito para compor uma de suas ideias, mas o que parecia um sonho logo se torna um verdadeiro pesadelo.",https://image.tmdb.org/t/p/w500/a0m7WciFnBqpcyH1Yi8i4tdvk0k.jpg,https://www.youtube.com/watch?v=xbSJzMt156k,11
1510,O Clube dos Meninos Bilionários,James Cox,5.7,Drama,2018,Inglês,"Los Angeles, início da década de 80. Um grupo de estudantes ricos decide bolar um plano para ganharem ainda mais dinheiro da maneira mais fácil possível. No entanto, logo as coisas começam a se complicar e o que parecia ser um plano fácil, pode se provar ser um esquema mortal.",https://image.tmdb.org/t/p/w500/eLm9dZJ1v3utKZL00qgbg6hOOkr.jpg,https://www.youtube.com/watch?v=Q3OAtFCuz2s,13
1511,O Sequestro do Ônibus 657,Scott Mann,6.1,Ação,2015,Inglês,"Um pai está sem condições para pagar o tratamento médico de sua filha. Como último recurso, ele pede ajuda a um colega de trabalho ganancioso que propõe roubar um casino. Quando as coisas dão errado eles são forçados a seqüestrar um ônibus da cidade.",https://image.tmdb.org/t/p/w500/88MF5TO8GdpIqRJqTH4N9hnaVtY.jpg,https://www.youtube.com/watch?v=O1XGchTCjLs,11
1512,Ventos da Liberdade,Michael Herbig,7.5,Thriller,2018,Alemão,"No verão de 1979, na Alemanha Oriental, uma família bola um ousado plano para finalmente conseguir deixar o local: montar um grande balão caseiro que irá flutuar até a fronteira ocidental e repousar naturalmente logo depois. No entanto, na primeira tentativa, o clima instável faz com que eles pratiquem um pouso forçado e as autoridades são avisadas, fazendo com que a família corra contra o tempo.",https://image.tmdb.org/t/p/w500/5LTqnQf9Hj4o0izLeennonXqq5A.jpg,https://www.youtube.com/watch?v=jGnRmeKBAz4,19
1513,Morte Instantânea,Lars Klevberg,6.004,Terror,2019,Inglês,"Bird Fitcher é uma adolescente tímida do Ensino Médio que pode contar nos dedos aqueles que pode chamar de amigo. Mas o que ela não imaginava era que, após encontrar uma câmera Polaroid amaldiçoada, sua vida seria transformada para sempre: estranhamente, todos que aparecem em alguma foto tirada pelo dispositivo têm um fim trágico e violento.",https://image.tmdb.org/t/p/w500/nfLTCqZMlE7EN4iw5cOq4cfBQ5r.jpg,https://www.youtube.com/watch?v=ieIZWghnzL0,16
1514,Céu em Chamas,Simon West,6.416,Ação,2019,Chinês,"A Ilha Tianhuo é tão bonita quanto um paraíso. Quase faz as pessoas esquecerem que está localizado no ""Anel de Fogo"", o mundialmente famoso cinturão vulcânico da Orla do Pacífico. O vulcão entrou em erupção e o destino das pessoas na ilha foi emaranhado.",https://image.tmdb.org/t/p/w500/989mh7vooFTeIUSnRIATKYMmhEo.jpg,https://www.youtube.com/watch?v=LxMCW7FkeLo,17
1515,Marshall: Igualdade e Justiça,Reginald Hudlin,7.3,Drama,2017,Inglês,"Antes de se tornar o primeiro juiz afro-descendente da Corte Suprema Americana, Thurgood Marshall deve lutar num caso pode definir sua carreira: defender Josepho Spell, um homem negro que está sendo acusado de atacar uma socialite branca em seu quarto, mas que jura não ser o culpado do crime.",https://image.tmdb.org/t/p/w500/y10LFOL0Nykp2UfKbRH9xdrTQ8C.jpg,https://www.youtube.com/watch?v=HYg5JYC6_8c,20
1516,Inteligência Artificial: Ascensão das Máquinas,Lazar Bodroža,4.997,Ficção científica,2018,Inglês,Um relacionamento íntimo entre um humano e um androide testa os limites da natureza humana.,https://image.tmdb.org/t/p/w500/iVMpPYluGI1jcxCtydYCy8UaKtm.jpg,https://www.youtube.com/watch?v=u-l4A1TU-sc,13
1517,Brincando com Fogo,Andy Fickman,6.582,Família,2019,Inglês,"Jake Carson é um bombeiro extremamente dedicado e rigoroso, que não aceita que algo ocorra fora das regras impostas pela corporação. Ao resgatarem as crianças Bryan, Zoey e Will, Jake e seus companheiros de trabalho enfrentam um enorme desafio: como não conseguem localizar os pais do trio, precisam eles mesmos cuidar das crianças, mesmo sem ter o menor talento para a função.",https://image.tmdb.org/t/p/w500/208tLx5mT93a42ydPvNcI2wHKmN.jpg,https://www.youtube.com/watch?v=EA9ojz3mwXI,16
1518,Seremos História?,Fisher Stevens,7.693,Documentário,2016,Inglês,"Um problema de longas datas está se mostrando cada vez mais grave. Mudanças de temperatura, inundações, e outros fenômenos semelhantes têm se tornado cada vez mais comum, e o que tem sido feito na tentativa de amenizar essa situação? É na busca por respostas para essas questões que Leonardo DiCaprio abraça a missão de testemunhar as mudanças climáticas em diversos países, e de uma forma nunca vista antes.",https://image.tmdb.org/t/p/w500/roXAdppky4GRcwCi8JQ9GLhJDoq.jpg,https://www.youtube.com/watch?v=zFfurx3RZqo,16
1519,Reino de Deus,Francis Lee,7.8,Romance,2017,Inglês,"Johnny trabalha isolado e solitário na fazenda da família, descontando sua frustração em bebidas e sexo casual. Quando seu pai contrata Gheorghe, um imigrante romeno, para ajudar Johnny na fazenda, o novo companheiro traz para ele sentimentos e emoções que ele nunca teve antes.",https://image.tmdb.org/t/p/w500/6A58vyvlMwheXpg9maqc639pJNf.jpg,https://www.youtube.com/watch?v=q1YAhyU6-tA,17
