id,Title,Director,Vote_Average,Genre,Year,Original_Language,Overview,Poster_Url,Trailer,Price
1520,Obsessão Secreta,Peter Sullivan,5.506,Drama,2019,Inglês,"Quando Jennifer acorda com amnésia após um ataque traumático, é seu marido que cuida dela. Mas logo ela percebe que o perigo não acabou.",https://image.tmdb.org/t/p/w500/uQRwtMCDKVqNm88A1CMg0Tj7dpq.jpg,https://www.youtube.com/watch?v=ssLZhYCr_9E,13
1521,O Oficial e o Espião,Roman Polanski,7.076,História,2019,Francês,"Paris, final do século 19. O capitão francês Alfred Dreyfus é um dos poucos judeus que faz parte do exército. No dia 22 de dezembro de 1884, seus inimigos alcançam seu objetivo: conseguem fazer com que Dreyfus seja acusado de alta traição. Pelo crime, julgado à portas fechadas, o capitão é sentenciado à prisão perpétua no exílio. Intrigado com a evolução do caso, o investigador Picquart decide seguir as pistas para desvendar o mistério por trás da condenação de Dreyfus.",https://image.tmdb.org/t/p/w500/62U5xODn11soKOnXj0s0zc3iTlJ.jpg,https://www.youtube.com/watch?v=OFXJELNxz2w,12
1522,Os Miseráveis,Ladj Ly,7.573,Crime,2019,Francês,"Stéphane é um jovem que acaba de se mudar para Montfermeil e se junta ao esquadrão anti-crime da comuna. Colocado no mesmo time de Chris e Gwada, dois homens de métodos pouco convencionais, ele logo se vê envolvido na tensão entre as diferentes gangues do local.",https://image.tmdb.org/t/p/w500/ywO4oyCfohDvrbU7motFRd2WdqL.jpg,https://www.youtube.com/watch?v=d_yKPsAT-Nk,17
1523,Homens de Coragem,Mario Van Peebles,5.9,Ação,2016,Inglês,"A verdadeira história da tripulação do USS Indianapolis, que foi atacado e naufragou no Mar das Filipinas logo após entregar as armas atômicas que foram lançadas sobre Hiroshima e Nagasaki. Ficaram boiando no mar por 5 dias passando fome, sede e sendo atacados por tubarões, até a chegada do resgate.",https://image.tmdb.org/t/p/w500/xImr3Z2Q537XcgPAd16oLh7Dcg7.jpg,https://www.youtube.com/watch?v=6myt9LbkOAU,16
1524,Terra de Minas,Martin Zandvliet,7.798,Guerra,2015,Dinamarquês,"A guerra não acaba quando a paz é assinada. Um grupo de jovens prisioneiros alemães é entregue ao sargento dinamarquês Rasmussen no final da Segunda Guerra Mundial. Rasmussen ordena a desativação de mais de dois milhões de minas enterradas na costa dinamarquesa, apesar de ser proibido pela Convenção de Genebra.",https://image.tmdb.org/t/p/w500/tq6Ld5zmHZu8cA0STPx4fjLHQ6N.jpg,https://www.youtube.com/watch?v=WDHiF2-tE2Y,20
1525,Mirai,細田守,7.162,Animação,2018,Japonês,"Kun é um menino com uma infância feliz até a chegada de Mirai, sua irmãzinha. Com ciúmes desse bebê que monopoliza a atenção dos pais, ele vai se retraindo pouco a pouco. No fundo do seu jardim, o menino embarca em um mundo fantástico, onde o passado e o futuro se misturam. Lá, ele conhece seus parentes em diferentes idades da vida: sua mãe ainda criança, seu bisavô na juventude e sua pequena irmã na adolescência. Através dessas aventuras, Kun vai descobrir sua própria história.",https://image.tmdb.org/t/p/w500/koz5dqWUfXnapmwgko6o8caZn4b.jpg,https://www.youtube.com/watch?v=WjNXgMr3Q1s,12
1526,O Pássaro Pintado,Václav Marhoul,7.137,Guerra,2019,cs,"Baseado no livro O Pássaro Pintado, de Jerzy Kosinski, o filme acompanha as desventuras de um menino judeu durante a Segunda Guerra Mundial. Perseguidos, seus pais o deixam com uma mãe adotiva. Mas a mulher morre, e o garoto é obrigado a sobreviver sozinho. Ele anda pelo interior, visitando vilas e fazendas. Pelo caminho, encontra várias pessoas e sofre com a brutalidade de camponeses supersticiosos e testemunha a violência de soldados russos e alemães.",https://image.tmdb.org/t/p/w500/h5E5kqVGH5DYic95C6EQMFqFbc6.jpg,https://www.youtube.com/watch?v=WWJakAir5zo,16
1527,O Mestre dos Gênios,Michael Grandage,6.484,História,2016,Inglês,"Biografia de Max Perkins, um dos editores literários mais famosos do mundo. Apostando em jovens talentos, ele descobriu nomes fundamentais da literatura como F. Scott Fitzgerald, Ernest Hemingway e Thomas Wolfe. O filme acompanha a vida pessoal e Perkins e sua relação complicada com os escritores, cujas obras foram fortemente influenciadas pelo trabalho do editor.",https://image.tmdb.org/t/p/w500/ddJbw9itZVYwv56HzTaZwn9gFbn.jpg,https://www.youtube.com/watch?v=1DwX4Fhvnzw,19
1528,Dominação,Brad Peyton,5.437,Terror,2016,Inglês,"Um exorcista não convencional, que é capaz de entrar no subconsciente de uma mente possuída, conhece uma outra pessoa com a mesma capacidade enquanto confronta seu próximo caso, um garoto de nove anos de idade que está possuído por um demônio do seu passado.",https://image.tmdb.org/t/p/w500/je7OnpSFzT1RB3VbQHvgitXyIB7.jpg,https://www.youtube.com/watch?v=Yul56_j4RAg,18
1529,A Sombra de Stalin,Agnieszka Holland,6.783,Thriller,2019,Inglês,"A extraordinária história não contada de Gareth Jones, um ambicioso e jovem jornalista galês que viajou para a União Soviética em 1933 e descobriu a chocante verdade por trás da “utopia” soviética e do regime de Josef Stalin.",https://image.tmdb.org/t/p/w500/gtzri2oD8C5h36nBvOJN9SAXqlA.jpg,https://www.youtube.com/watch?v=EZzT-XqjRzw,16
1530,Um Monstro no Caminho,Bryan Bertino,5.53,Terror,2016,Inglês,"Uma mãe pega a estrada com a filha no meio da noite por conta de uma emergência. Elas acabam atropelando um estranho animal e, apesar de não terem se machucado, não conseguem seguir viagem. Logo elas percebem que existe algo terrível no meio da floresta.",https://image.tmdb.org/t/p/w500/eCl3o3cx6nBic4HOxpZgauxZ75V.jpg,https://www.youtube.com/watch?v=UYmXlOVdj6U,12
1531,A Menina e o Leão,Gilles de Maistre,7.279,Aventura,2018,Francês,"Mia (Daniah De Villiers) é uma jovem de 14 anos que desde pequena tem uma profunda amizade com Charlie, um leão branco da fazenda de sua família. Quando seu pai decide vender Charlie para caçadores de troféus, Mia não vê outra opção além de fugir com o leão para salvá-lo.",https://image.tmdb.org/t/p/w500/mU6uKlTEi00KG3TdRNeuHONHiZi.jpg,https://www.youtube.com/watch?v=10LWtYQp3iU,16
1532,Ataque a Bushwick,Jonathan Milott,5.147,Thriller,2017,Inglês,"O bairro de Bushwick, em Nova York, é invadido por forças militares. No meio do caos, a jovem Lucy (Brittany Snow) e o veterano de guerra Stupe (Dave Bautista) se esbarram, tentando entender o que está acontecendo e precisam unir forças para tentar fugir de lá.",https://image.tmdb.org/t/p/w500/pVN1aoCUjIIITYaCPSt9SmmDVOy.jpg,https://www.youtube.com/watch?v=8WXQ3IDD6wU,16
1533,Pelé: O Nascimento de uma Lenda,Jeff Zimbalist,7.342,Drama,2016,Inglês,"Com apenas 17 anos, Pelé, o maior jogador de futebol de todos os tempos, conduz o Brasil na campanha do título da Copa do Mundo de 1958.",https://image.tmdb.org/t/p/w500/2MPFN2TjGo7Q6ThSTmvOXF18Vbh.jpg,https://www.youtube.com/watch?v=eSZlu-GTw2c,13
1534,Eu Acredito,Juergen Peretzki,7.676,Família,2019,Inglês,"Brian Webber, de 9 anos de idade, tem um encontro sobrenatural com Deus, uma experiência que o leva à aventura das aventuras. Seus pais não estão muito felizes com isso, especialmente seu pai, Simon Webber, um apresentador de TV ateu. Felizmente, Brian encontra aliados no pastor de uma igreja local , e em um fuzileiro naval ferido dos EUA. A fé pura e inocente de Brian produz milagres extraordinários que rapidamente se tornam notícia na cidade.",https://image.tmdb.org/t/p/w500/2xtqkht2u7SkrZPd6zyMRymE4nt.jpg,https://www.youtube.com/watch?v=s0sZzpeIMXU,14
1535,RedBad: A Invasão dos Francos,Roel Reiné,6.3,Aventura,2018,Holandês,"Redbad, filho do rei Aldigsl, está duvidando dos rituais ultrapassados de seu povo, os frísios. Ele entra em conflito com o pai quando sua namorada, Fenne, é indicada para ser sacrificada aos deuses. Durante o ritual de sacrifício, os francos entram na cidade. Na batalha, a cidade de Dorestad é capturada e o ambicioso Eibert, tio de Redbad, toma o poder e culpa o sobrinho pela derrota. Amarrado a uma jangada, Redbad é lançado ao mar, mas sobrevive e chega à costa, sendo resgatado pelos vikings. Para libertar seu povo, Redbad conta com a ajuda dos vikings. Mas seriam eles fortes o bastante?",https://image.tmdb.org/t/p/w500/qEtW1ldSynOwgPXesghxS7ntSXA.jpg,https://www.youtube.com/watch?v=v_SoXIUE8Ok,20
1536,Mãe e Muito Mais,Cindy Chupack,6.162,Comédia,2019,Inglês,Três grandes amigas que se sentem abandonadas no Dia das Mães viajam até Nova York para surpreender seus filhos adultos.,https://image.tmdb.org/t/p/w500/zmxpmxuxHCPAKo3anxdFuyu294I.jpg,https://www.youtube.com/watch?v=lYhu8Z8kDsE,13
1537,Abigail e a Cidade Proibida,Александр Богуславский,6.097,Aventura,2019,Inglês,"Uma cidade teve suas fronteiras fechadas após uma epidemia tomar conta de grande parte do local. Lá, vive uma jovem chamada Abigail (Tinatin Dalakishvili), que, ainda criança, teve seu pai levado da cidade onde moravam por ter sido afetado por essa doença misteriosa. Mais velha, Abigail decide quebrar as regras e passar por cima das autoridades da região para ir à procura de seu pai. Nessa jornada, ela descobre que ela e a cidade têm poderes mágicos.",https://image.tmdb.org/t/p/w500/jVov1WQXFjqfe3YZhceJNewZBFN.jpg,https://www.youtube.com/watch?v=OAuA6VXzrDg,14
1538,A Noite Devorou o Mundo,Dominique Rocher,6.049,Drama,2018,Francês,"Depois de acordar para se encontrar sozinho em um apartamento onde uma grande festa estava sendo realizada na noite anterior, Sam é imediatamente forçado a enfrentar uma realidade aterradora: os mortos vivos invadiram as ruas de Paris.",https://image.tmdb.org/t/p/w500/km6i0vitF5UR6taEbYIiwdl7uUR.jpg,https://www.youtube.com/watch?v=jsHRk6uvqis,18
1539,De Volta Para Casa,Hallie Meyers-Shyer,6.112,Comédia,2017,Inglês,"Recém separada do marido, Alice Kinney (Reese Witherspoon) decide recomeçar a sua via se mudando para sua cidade natal, Los Angeles, com as suas duas filhas. Durante uma comemoração noturna do seu aniversário de 40 anos, Alice conhece três aspirantes a cineastas que precisam de um lugar para morar. Ela deixa os rapazes permanecerem em seu quarto de hóspede temporariamente, mas o acordo gera situações inesperadas. A nova família de Alice e um novo amor em vista chegam a um ponto crucial quando seu marido aparece.",https://image.tmdb.org/t/p/w500/cYtSGwqq5fbfYckCqYplchg3MCo.jpg,https://www.youtube.com/watch?v=9d85rfHzDts,16
1540,Verão de 84,Anouk Whissell,6.901,Drama,2018,Inglês,"Os adolescentes Davey, Woody, Eaton e Farraday aproveitam os dias do verão de 1984. Mas Davey está invocado com a ideia de que seu vizinho, um policial, possa ser um serial killer. É quando os amigos decidem investigar se isso realmente é verdade.",https://image.tmdb.org/t/p/w500/uhC4cev3ycTJhOsrpZyi4oBohAR.jpg,https://www.youtube.com/watch?v=TuiRp7W0qVI,14
1541,O Franco-Atirador,Pierre Morel,5.7,Ação,2015,Inglês,"Depois de uma longa carreira como matador de aluguel, Martin Terrier pretende se aposentar e passar o resto da vida ao lado de sua amada. Mas quando ele descobre que está sendo traído por pessoas de sua confiança, Martin começa uma viagem por toda Europa para acertar as contas com cada homem que tentou trapaceá-lo.",https://image.tmdb.org/t/p/w500/iflWidOc9ARNLQKLnMmWQrXimLd.jpg,https://www.youtube.com/watch?v=aDY2eP6p5D0,16
1542,Bruxa de Blair,Adam Wingard,5.221,Thriller,2016,Inglês,"Um grupo de estudantes universitários se aventuram na floresta de Black Hills para desvendar os mistérios que cercam o desaparecimento da irmã de James, que muitos acreditam estar ligado à lenda da Bruxa de Blair. No início, o grupo está esperançoso, especialmente quando uma dupla de moradores se oferecem para guia-los na floresta. Mas com o cair da noite, o grupo é surpreendido por uma presença ameaçadora e lentamente, eles começam a perceber que a lenda é real e muito mais sinistra do que imaginaram.",https://image.tmdb.org/t/p/w500/vfdK9NtUqbSgFqvzPJi8kEnq2ee.jpg,https://www.youtube.com/watch?v=zgPiiaLQD5Y,20
1543,O Peixe Grande & Begônia,Liang Xuan,7.414,Animação,2016,Chinês,"Uma garota de um reino mágico se transforma em um golfinho para explorar o mundo humano, onde conhece um jovem e embarca numa perigosa missão.",https://image.tmdb.org/t/p/w500/5XoJpNKo3N7M7wV76q8t3bXhskn.jpg,https://www.youtube.com/watch?v=vycd9bu_uv8,18
1544,Tomiris,Akan Satayev,6.9,História,2019,kk,"Esta é a história da vida da grande rainha da estepe - a lendária Tomiris. Ela está destinada a se tornar uma guerreira habilidosa, sobreviver à perda de pessoas próximas e unir as tribos Citas/Sacas sob sua autoridade.",https://image.tmdb.org/t/p/w500/kuf43UoklIhv4xYfDhc2MIE4ViX.jpg,https://www.youtube.com/watch?v=yHMdA4KMmCs,15
1545,15h17: Trem Para Paris,Clint Eastwood,5.424,Drama,2018,Inglês,"Quando um terrorista do Estado Islâmico invade o vagão de um trem a caminho de Paris, três soldados americanos - Anthony Sadler, Alex Skarlatos e Specen Stone - se esforçam para imobilizar o extremista, armado com um fuzil AK-47, e evitar uma enorme tragédia.",https://image.tmdb.org/t/p/w500/bLfcN4pTbG78sxS4rQGciJCoNAb.jpg,https://www.youtube.com/watch?v=O-rvflwGOKs,15
1546,Lugares Escuros,Gilles Paquet-Brenner,5.913,Thriller,2015,Inglês,Libby tinha 7 anos quando perdeu a mãe e as irmãs depois de serem mortas num suposto ritual satânico. A mulher testemunha contra seu irmão e ele é condenado. Mas após alguns anos Libby decide retornar a sua cidade para investigar o que realmente aconteceu.,https://image.tmdb.org/t/p/w500/l57SQVnCxg5XKqDYZhcvAMbEtS0.jpg,https://www.youtube.com/watch?v=LQbHYRZrE9g,10
1547,O Retorno do Herói,Laurent Tirard,6.295,História,2018,Francês,"Em 1809, na França, o Capitão Neuville (Jean Dujardin) vai para a guerra, deixando sua noiva Pauline arrasada. Para aliviar o sofrimento da irmã, Elisabeth (Mélanie Laurent) escreve cartas endereçadas à ela em nome do soldado. Tudo se complica quando, três anos depois, Neuville reaparece cheio de histórias para contar.",https://image.tmdb.org/t/p/w500/1r2N5zNenKThuYUWNTNHPDp4uuV.jpg,https://www.youtube.com/watch?v=EeNOFOL5_0g,16
1548,Esquadrão de Elite,Benjamin Rocher,5.832,Ação,2015,Francês,"Buren é um velho policial tempo que não joga pelas regras. No submundo Paris a sua equipa nunca tem medo de usar seus músculos e armas para fazer cumprir a lei. Com todos os seus movimentos sob o escrutínio de Lenoir seu novo patrão, Buren sabe que seu tempo está se esgotando. Quando um assalto se transforma em assassinato, Buren segue suas entranhas e invade a casa de ex-presidiário Kasper um. Mas Kasper tem um álibi sólido e Buren tem que deixá-lo ir. Marginalizado, Buren e seu esquadrão desobedecer as ordens de Lenoir para tentar impedir um assalto a banco em curso. A operação é um banho de sangue e Buren leva a queda para ele. Mas, quando ele percebe que os assaltos são parte de uma operação maior, Buren com nada a perder, decide entrar em ação.",https://image.tmdb.org/t/p/w500/zYgTy29GCTyVvmiPVXdxEeSAWiV.jpg,https://www.youtube.com/watch?v=oygT7mofpuY,16
1549,Entrevista com Deus,Perry Lang,7.0,Drama,2018,Inglês,"Paul (Brenton Thwaites) precisa conseguir lidar com a falta de esperança que o assola e com um casamento prestes a ruir.  Sem saber o que fazer, Paul se vê diante do maior desafio da sua vida profissional: uma entrevista com um homem misterioso que diz ser Deus (David Strathairn). Ao conversar com ele por três dias consecutivos, milhares de questionamentos e respostas surgem, fazendo com que tudo que Paul acredite entre em conflito. O longa traz o seguinte questionamento: o que você perguntaria a Deus?",https://image.tmdb.org/t/p/w500/hIE9f6mZojSGAPZIsGx6Lca3RQ3.jpg,https://www.youtube.com/watch?v=WE_T7o-BrBs,19
1550,As Aventuras de Tadeo 2: O Segredo do Rei Midas,Enrique Gato,6.7,Animação,2017,Espanhol,"Tadeo Stones é um pedreiro muito aventureiro e aspirante a arqueólogo. Ao descobrir que o colar do rei Midas, que transformava tudo que tocava em ouro, existiu de verdade sai rumo a Los Angeles com seus amigos – Sara Lavrof, o cão Jeff e sua velha amiga Múmia. Mas um problema surge quando Sara desaparece misteriosamente.",https://image.tmdb.org/t/p/w500/awqEAcGkY274kboyv51e93KO1n7.jpg,https://www.youtube.com/watch?v=jWn4eSvLyNs,16
1551,A Arte da Autodefesa,Riley Stearns,6.557,Comédia,2019,Inglês,"Um homem é atacado na rua e se inscreve em um Dojô - liderado por um sensei carismático e misterioso - num esforço para aprender a se defender. O que ele descobre é um mundo sinistro de fraternidade, violência, hiper masculinidade e uma mulher lutando por seu lugar nele.",https://image.tmdb.org/t/p/w500/nO0odDuMjyoovWfmCumkvPHJKsj.jpg,https://www.youtube.com/watch?v=BiYM8isSycQ,12
