Nome do filme,Diretor,Avaliação,Número de votos,Sinopse,Gênero,Ano de lançamento,Língua,Link para a capa,Trailer,Duração
Treze Homens e um Novo Segredo,Steven Soderbergh,6.722,6480,"Reuben Tischkoff, o homem que bancou financeiramente o assalto triplo aos cassinos de Terry Benedict, foi traído por Willie Bank, um inescrupuloso dono de cassinos. Com Reuben no hospital, Danny Ocean, Rusty Ryan e sua trupe mais uma vez se reúnem para iniciar um plano de vingança. O objetivo é derrotar Bank na noite de inauguração de seu mais luxuoso cassino, chamado The Bank, derrotando-o financeiramente e também atingindo sua reputação.",Crime,2007,en,https://image.tmdb.org/t/p/w500/hWmFe0A26TNmnfHrHdmKmN0N6QZ.jpg,https://www.youtube.com/watch?v=I-BZipqsCTM,122
Bee Movie: A História de uma Abelha,Simon J. Smith,6.025,4962,"O ambicioso jovem Barry B. Benson cai no mundo com os respeitados Ases do Pólen em busca de néctar e aventura. Mas quando quebra uma das regras fundamentais do mundo das abelhas e fala com humanos, Barry provoca uma incrível série de fatos, que provam que até uma pequena abelha pode fazer a grande diferença!",Família,2007,en,https://image.tmdb.org/t/p/w500/nr057R7XSUfee19fhxmumsh0Yps.jpg,https://www.youtube.com/watch?v=tIYrYOhmOW0,90
Escritores da Liberdade,Richard LaGravenese,7.9,2293,"Uma jovem e idealista professora chega a uma escola de um bairro pobre, que está corrompida pela agressividade e violência. Os alunos se mostram rebeldes e sem vontade de aprender, e há entre eles uma constante tensão racial. Assim, para fazer com que os alunos aprendam e também falem mais de suas complicadas vidas, a professora Gruwell aposta em métodos diferentes de ensino. Aos poucos, os alunos vão retomando a confiança em si mesmos, aceitando mais o conhecimento e reconhecendo valores.",Crime,2007,en,https://image.tmdb.org/t/p/w500/2hyEEPT57d0rkXYmCH7vm5rKhKH.jpg,https://www.youtube.com/watch?v=pfwzLDj0yzM,123
Alien vs. Predador 2,Colin Strause,5.2,3038,"Gunnison, uma pequena cidade localizada nas montanhas da área central do Colorado. Uma nave dos predatores aterrisa no local, mas os aliens que estavam escondidos nela conseguem matar a todos, com exceção de um. Para sobreviver ele precisará destruir todos os aliens remanescentes. Mas em meio a esta guerra há os humanos, residentes da pequena Gunnison, que assistem a esta batalha como vítimas e espectadores.",Ação,2007,en,https://image.tmdb.org/t/p/w500/qqMkAjKvj5gxoehS2LiCbCxgh5k.jpg,https://www.youtube.com/watch?v=oqLM_21tqyc,94
Hitman: Assassino 47,Xavier Gens,6.136,3415,"O Agente 47 foi criado para ser um exímio matador de aluguel. Suas armas mais poderosas são a ousadia e o orgulho que tem ao executar cada trabalho. O número 47 é uma referência aos dois últimos dígitos do código de barras que tem tatuado em sua nuca. Um dia, ele é envolvido em um golpe político, o que faz com que seja perseguido pela Interpol e por militares russos. Enquanto foge pela Europa Oriental, ele tenta descobrir quem organizou este plano contra ele, ao mesmo tempo em que precisa lidar com as lembranças que uma bela garota lhe desperta.",Ação,2007,en,https://image.tmdb.org/t/p/w500/3LsQzd1CAHuZIYbePt1k84w2mE7.jpg,https://www.youtube.com/watch?v=QpupjEg16Ao,94
Alvin e os Esquilos,Tim Hill,5.8,4526,"Alvin, Simon e Theodore são três esquilos especiais, que decidem morar na casa de Dave Seville, um compositor em busca do sucesso. Logo eles percebem que, para que Dave permita que eles morem em sua casa, o trio precisará demonstrar que tem talento. Assim Alvin, Simon e Theodore mostram que sabem cantar, tornando-se um grande sucesso. Isto faz com que Dave torne-se não apenas seu compositor, mas também um verdadeiro pai. Só que o estrelato sobe à cabeça do trio, gerando problemas no relacionamento deles com Dave.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/o2WoeYJv9ISS9bw0kKD2cvmg9xN.jpg,https://www.youtube.com/watch?v=sc-C8uumMkw,91
American Pie: Caindo em Tentação,Andrew Waller,5.651,1914,"Erik Stifler e Cooze ingressam na vida acadêmica, na Universidade de Michigan. Os dois logo são são apresentados a Fraternidade Beta, presidida pelo lendário Dwight Stifler, primo de Erik. A Fraternidade Beta é famosa por suas festas. Enquanto os calouros tentam um lugar na irmandade, Dwight tenta salvar a Beta dos ataques da conservadora Fraternidade GEK, formada por nerds e comandada por Edgar que quer acabar com a supremacia dos libertinos.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/w3COJsjYRfrhWMLrnAbldPtisBV.jpg,https://www.youtube.com/watch?v=IVzY8DzY6qU,88
Encantada,Kevin Lima,6.8,5486,"Giselle é uma bela princesa que foi recentemente banida por uma rainha malvada de seu mundo mágico e musical. Com isso ela agora está na Manhattan dos dias atuais, um local completamente diferente de onde vivia. Logo ela recebe a ajuda de Robert, um advogado divorciado por quem se apaixona. Só que Giselle já está prometida em casamento para o príncipe Edward, que decide também deixar o mundo mágico para reencontrar sua amada.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/dv3I9Zhn6Y1CGDyyrNEX9KFFdXR.jpg,https://www.youtube.com/watch?v=IJwUFq8uOr0,107
Chumbo Grosso,Edgar Wright,7.562,7773,"Nicholas Angel é um dos melhores policiais de Londres, sendo bom ao ponto de causar inveja nos demais homens da lei. Por causa disso, é transferido por seus superiores para a pequena cidade de Sandford, que possui o menor índice de criminalidade de toda Inglaterra. Chegado lá, forma parceria com o curioso Danny Butterman e começa a achar estranho o fato de acontecerem muitos acidentes na cidade.",Crime,2007,en,https://image.tmdb.org/t/p/w500/wivXixTuRcXuW6FgmcB5yIeF3S2.jpg,https://www.youtube.com/watch?v=wQxkHlPGZVE,121
Quarteto Fantástico e o Surfista Prateado,Tim Story,5.608,7970,"Reed Richards (Ioan Gruffudd) e Susan Storm (Jessica Alba) estão prestes a se casar. Porém, durante a cerimônia, algo estranho surge nos céus de Nova York. Trata-se do Surfista Prateado (Doug Jones), um ser alienígena que possui grandes poderes e que trabalha como arauto de Galactus, o destruidor de planetas. O Surfista veio à Terra para prepará-la para ser destruída por seu mestre, mas para atingir seu objetivo precisará enfrentar o Quarteto Fantástico.",Ficção científica,2007,en,https://image.tmdb.org/t/p/w500/kIVHHCApeOrrHfbuBTahHGsMt8m.jpg,https://www.youtube.com/watch?v=Wiu5eZ_7vSY,92
[REC],Jaume Balagueró,7.216,4532,"Ao longo de uma noite, uma repórter e seu cameraman acompanham um grupo de bombeiros chamados para resgatar uma mulher presa em um edifício, com resultados apavorantes. Antes de se darem conta, moradores, ajudantes e equipe de resgate são trancados dentro do edifício devido a um vírus desconhecido.",Terror,2007,es,https://image.tmdb.org/t/p/w500/hJx9gqUJgWXRkFpIbCcNYrkqAQX.jpg,https://www.youtube.com/watch?v=KLizS5GFBQI,78
A Família do Futuro,Stephen J. Anderson,6.9,2937,"Lewis (Daniel Hansen) é um jovem responsável por invenções brilhantes e surpreendentes. Seu mais recente trabalho é o escâner de memória, uma máquina que o ajudará a encontrar sua mãe biológica, o que permitirá que ele enfim tenha uma família. Porém antes mesmo de utilizá-la a máquina é roubada pelo Bandido do Chapéu Coco (Stephen J. Anderson). Lewis recebe então a visita de Wilbur Robinson (Wesley Singerman), um jovem misterioso que o leva em uma viagem no tempo. Já no futuro Lewis conhece os Robinsons, a família de Wilbur, que o ajudará a recuperar o escâner de memória.",Animação,2007,en,https://image.tmdb.org/t/p/w500/uR9rV69x4saB2vh9yfgQ5PA5E0r.jpg,https://www.youtube.com/watch?v=theBawiuR-k,95
Como Estrelas na Terra,Aamir Khan,7.974,1203,"É a história de uma criança que sofre com dislexia e custa a ser compreendida. O jovem Ishaan, não consegue acompanhar as aulas ou focar sua atenção, e é tratado com muita rudeza por seu pai. Após serem chamados pela escola, o pai decide levá-lo a um internato, atitude que leva o pequeno a entrar em depressão. Um professor substituto de artes, Nikumbh, logo percebe o problema de Ishaan, e entra em ação com seu plano para devolver a ele a vontade de viver.",Drama,2007,hi,https://image.tmdb.org/t/p/w500/oi9yZXiTfpXHXk02sRyUY2PlaPi.jpg,https://www.youtube.com/watch?v=9Rq-aL1UAbY,165
Atividade Paranormal,Oren Peli,6.019,5137,"Desde criança Katie (Katie Featherston) ouve ruídos estranhos, sussurros e sente sensações inesperadas. Já adulta, ela mora com seu namorado Micah (Micah Sloat), que, meio cético quanto aos depoimentos, resolve usar uma câmera para gravar tudo o que acontece enquanto eles dormem e vivem dentro da casa. O que era para ser apenas uma forma de esclarecer o mistério torna-se uma experiência intrigante e assustadora.",Terror,2007,en,https://image.tmdb.org/t/p/w500/jV5eAsOTf7zsL4glY51gTW6Vb05.jpg,https://www.youtube.com/watch?v=zissB5GT1O0,86
O Ultimato Bourne,Paul Greengrass,7.427,7862,"Chegou o fim da linha para Jason Bourne. Agora, ele está decidido que nada o deterá: nem as promessas vazias de seu chefe nem as mortes dos que perseguem incansavelmente. Com nada mais a perder, ele usará toda habilidade que lhe foi ensinada para ir atrás de seus criadores e acabar com tudo. Sua busca o levará de Moscou a Paris, Madri, Londres e Tanger, no Marrocos, enganando agentes federais e polícias locais numa busca desesperada para encontrar respostas às perguntas que o assombram. Acima de tudo, essa jornada de Bourne o levará ao lugar onde tudo começou e onde deve terminar: as ruas da cidade de Nova York.",Ação,2007,en,https://image.tmdb.org/t/p/w500/9cpyMB7O0MzEcFSwUwvYd4VrIUy.jpg,https://www.youtube.com/watch?v=ohkW_xbPl9A,115
O Vidente,Lee Tamahori,6.103,3033,"Um astro do cassino ganha a vida prevendo acontecimentos, mas sua vida muda quando a polícia de Los Angeles descobre seu dom e lhe pede ajuda para evitar que um ataque terrorista detone armas nucleares. Porém ele fica dividido entre salvar o mundo ou salvar a mulher que ama.",Ação,2007,en,https://image.tmdb.org/t/p/w500/fFehtsCSORmECTCgs6mntAYFvL4.jpg,https://www.youtube.com/watch?v=ZCGtgwEYodk,96
Naruto Shippuden: O Filme,亀垣一,7.383,1025,"Demônios que antes quase destruíram o mundo, agora foram libertados por alguém. Para evitar a destruição, os demônios devem ser novamente selados e trancados, e a única pessoa capaz de fazer isto é uma menina chamada Shion. Ela vem do país do demônio e é capaz de duas coisas: prever a morte de pessoas e também selar demônios. Desta vez, a missão de Naruto é proteger Shion, mas ela prevê a morte dele.",Animação,2007,ja,https://image.tmdb.org/t/p/w500/x2CL0VzHq8DwD1UDG9Jck7VZH1L.jpg,https://www.youtube.com/watch?v=Ta4qmnaaxec,94
Stardust: O Mistério da Estrela,Matthew Vaughn,7.282,4159,"Esperando conquistar uma bela garota, Tristan promete dar-lhe uma estrela cadente. Mas ele vai ter a maior aventura de sua vida, quando descobre que a estrela é de fato uma beldade celestial chamada Yvaine. Quando a velha feiticeira Lamia tenta roubar a juventude de Yvaine, Tristan tem que protegê-la a todo custo.",Aventura,2007,en,https://image.tmdb.org/t/p/w500/A4SVyLxB7WGzW8GGiKs3pizTUte.jpg,https://www.youtube.com/watch?v=LN2ijCQ1u6w,127
Crimes Temporais,Nacho Vigalondo,7.014,1307,"Héctor (Karra Elejalde) um homem de meia idade, entra acidentalmente em um dispositivo que o faz viajar no tempo e retornar uma hora antes. Isso o faz encontrar a si mesmo, desencadeando situações e gerando conseqüências incontroláveis.",Ficção científica,2007,es,https://image.tmdb.org/t/p/w500/umg2HAmJvZFDYSCDUKzTiKNnqOS.jpg,https://www.youtube.com/watch?v=3XuWoe9NSic,92
Sem Reservas,Scott Hicks,6.672,1392,"Kate Armstrong é a chef de um sofisticado restaurante de Manhattan. Ela leva seu trabalho com muita seriedade, o que faz com que as pessoas ao seu redor se intimidem com seu jeito. Sua natureza perfeccionista é colocada à prova quando é contratado Nick, um animado subchef que tenta alegrar a todos na cozinha e gosta de ouvir ópera enquanto trabalha. Ao mesmo tempo Kate precisa lidar com a súbita chegada de Zoe, sua sobrinha de 9 anos, que se sente deslocada na rotina da tia.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/aKQgFtGzkGBMPiJO6zZWXobvI3R.jpg,https://www.youtube.com/watch?v=APNTQlcbNAI,104
Duro de Matar 4.0,Len Wiseman,6.63,5982,"Os Estados Unidos sofrem um novo ataque terrorista, desta vez através da informática. Um hacker consegue invadir a infra-estrutura computadorizada que controla as comunicações, transporte e energia do país, ameaçando causar um gigantesco blecaute. O autor do ataque planejou todos os passos envolvidos, mas não contava que John McClane (Bruce Willis), um policial da velha guarda, fosse chamado para confrontá-lo.",Ação,2007,en,https://image.tmdb.org/t/p/w500/jjWBSZFDjWMhagwzznNyoGR9Ksu.jpg,https://www.youtube.com/watch?v=vOwS1yzIU4k,128
"Rogue, o Assassino",Philip G. Atwell,6.4,1918,"Jack Crawford (Jason Statham) é um agente do FBI que está obcecado em vingar o assassinato brutal de seu parceiro e família. O acusado do crime é o cruel assassino Rogue (Jet Li), que reapareceu recentemente para causar uma sangrenta guerra entre máfias orientais rivais.",Ação,2007,en,https://image.tmdb.org/t/p/w500/uD82pHlfi7qhNh1DFCTueMeXifP.jpg,https://www.youtube.com/watch?v=K40kY2puDOc,103
Tá Dando Onda,Chris Buck,6.455,2564,"Cadu Maverick (Shia LaBeouf) é um jovem pinguim, que tem o lendário surfista Big Z como ídolo. Um dia ele decide deixar sua família e sua cidade, Shiverpool, na Antártida, para participar do Big Z Memorial Surf Off, um torneio de surf realizado na ilha Pen-Gu. Cadu acredita que caso vença o torneio ganhará respeito e admiração, seu grande sonho. Mas lá ele conhece um veterano surfista chamado Grego (Jeff Bridges), com quem aprende que o campeão nem sempre é aquele que chega em 1º lugar nas competições.",Animação,2007,en,https://image.tmdb.org/t/p/w500/edR3BjwAwUGHtOQMXJTWRfMYBvt.jpg,https://www.youtube.com/watch?v=RE3S022HGhQ,98
Gritos Mortais,James Wan,6.442,2308,"Jamie Ashen volta para sua assustadora cidade de Ravens Fair para tentar solucionar o mistério sobre o assassinato de sua esposa. Desesperado por respostas, Jamie encontra a maldição que tirou a vida de sua esposa e agora coloca a dele em risco.",Terror,2007,en,https://image.tmdb.org/t/p/w500/v6XHNF5S5wZyNnmV9tFRy4rYZh4.jpg,https://www.youtube.com/watch?v=En1zBLYjtQM,89
Juno,Jason Reitman,7.052,7292,"Diante de uma gravidez não planejada, uma adolescente excêntrica faz uma decisão pouco comum em relação ao seu futuro filho.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,https://www.youtube.com/watch?v=K0SKf0K3bxg,96
As Férias de Mr. Bean,Steve Bendelack,6.354,2917,"Mr. Bean faz uma viagem ao sul da França para um tranquilo feriado de verão. Seu passeio de Londres à Riviera transforma em verdadeira loucura todos os lugares por onde passa, culminando numa exibição não-planejada de seus vídeos amadores da viagem no cultuado Festival de Cannes.",Família,2007,en,https://image.tmdb.org/t/p/w500/xzv9PbBGTQChXinU6bIPfz1cqPb.jpg,https://www.youtube.com/watch?v=hSxLUd8aly4,90
Sunshine: Alerta Solar,Danny Boyle,6.961,3905,"Em um futuro não muito distante, a morte do sol anuncia o fim da humanidade. Em um último esforço para salvar o planeta, uma tripulação de oito pessoas vai ao espaço com um dispositivo que poderia reviver o sol. No entanto, um acidente, um erro grave e uma nave espacial perdida há muito tempo coloca a tripulação e sua missão em perigo.",Drama,2007,en,https://image.tmdb.org/t/p/w500/sbVPlGjEMlRzRWDfOsT1og4QhHj.jpg,https://www.youtube.com/watch?v=FetfR0vQvd4,107
Um Crime de Mestre,Gregory Hoblit,7.268,4012,"Willy Beachum é um promotor que nunca perdeu um caso e está prestes a deixar seu emprego por um melhor, até que seu chefe lhe entrega um caso de assassinato. Ted Crawford tentou matar sua esposa com um tiro na cabeça e está sendo seu próprio defensor no julgamento. Agora Beachum precisa provar que Ted é um assassino frio e calculista.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/oSlEKVkSiiUh2sg7JisOONzYsf.jpg,https://www.youtube.com/watch?v=2vhwyD9-gJA,113
Viagem Maldita 2: O Retorno dos Malditos,Martin Weisz,5.558,1500,"Como parte de uma missão de rotina, uma unidade de soldados da Guarda Nacional pára no isolado laboratório do Novo México. Lá eles encontram um campo de pesquisa misteriosamente deserto. Após presenciar um sinal de perigo em uma montanha distante, o grupo decide iniciar uma missão de procura e resgate. Porém o que eles não sabem é que estas são as mesmas montanhas que a família Carver visitou e que uma tribo de mutantes canibais os aguarda.",Terror,2007,en,https://image.tmdb.org/t/p/w500/tFLQiq2nOZoRYyZUnmRdRToTpfM.jpg,https://www.youtube.com/watch?v=xwDolHmKoXk,90
Invasores,Oliver Hirschbiegel,6.024,1552,"A colisão de um ônibus espacial faz com que algo alienígena penetre em seus destroços, sendo que todos que entram em contato mudam de maneira inexplicável. A psiquiatra Carol Bennell (Nicole Kidman) e seu colega Ben Driscoll (Daniel Craig) descobrem que a epidemia alienígena ataca suas vítimas quando elas estão dormindo. A epidemia não altera fisicamente suas vítimas, mas faz com que as pessoas fiquem insensíveis e sem qualquer traço de humanidade. À medida que a epidemia se espalha fica cada vez mais difícil saber quem está infectado. Para sobreviver Carol precisa ficar acordada o maior tempo possível, para que possa encontrar seu filho.",Terror,2007,en,https://image.tmdb.org/t/p/w500/3zDDAOIi8fTnWsqkwfRCYGT3l0s.jpg,https://www.youtube.com/watch?v=_oJlDld-KI4,99
À Prova de Morte,Quentin Tarantino,6.836,5282,"No Texas, um grupo de amigas atrai vários olhares por onde passam. Um dos seus observadores, Stuntman Mark, dono de um carro indestrutível, segue as moças não só para lhes fazer companhia, mas para matá-las.",Ação,2007,en,https://image.tmdb.org/t/p/w500/spNMRChBZoRS9thsMEjYfM68icY.jpg,https://www.youtube.com/watch?v=WhpfoRj32EQ,114
Awake: A Vida Por um Fio,Joby Harold,6.532,1396,"Enquanto é operado, um jovem desperta, porém, totalmente paralisado. Consequentemente, não consegue se comunicar com os médicos para alertá-los sobre sua condição. Enquanto isso, sua esposa luta contra seus próprios problemas.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/vLNJy3OHyjlbdpBxPAbjpRU0Gsy.jpg,https://www.youtube.com/watch?v=j-rGA0tD2WY,84
Paranóia,D.J. Caruso,6.691,3778,"O jovem Kale está em prisão domiciliar por três meses. Em meio ao tédio, ele adquire a prática de espionar a vida alheia e conhece a Ashley, sua linda vizinha. Até que um dia eles começam a suspeitar que o morador da casa ao lado seja um assassino.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/8u3mcV0IT95avuGkjPGU1riYUDx.jpg,https://www.youtube.com/watch?v=gZWjvseFptg,105
A Lenda de Beowulf,Robert Zemeckis,5.904,2891,"Em uma época de heróis, um cavaleiro chamado Beowulf chega à corte do Rei Hrothgar e oferece para combater um demônio chamado Grendel. Ele combate a fera com sucesso, mas terá que enfrentar também a ira da mãe de Grendel, uma criatura má e vingativa, porém sedutora.",Aventura,2007,en,https://image.tmdb.org/t/p/w500/oVjkoLfiR8fScXQAS7nMiu6RxH.jpg,https://www.youtube.com/watch?v=DLukQJO5SH8,115
1408,Mikael Håfström,6.695,4543,"Mike é um famoso escritor de livros sobre lugares mal-assombrados. Ele resolve explorar o quarto 1408 do hotel Dolphin, local em que ninguém coloca os pés há muito tempo. Sem dar atenção às advertências do gerente, ele descobre o verdadeiro significado do terror quando passa uma noite no misterioso recinto.",Terror,2007,en,https://image.tmdb.org/t/p/w500/nBwGQFymu3EhnBnhNSN1GX7zsZL.jpg,https://www.youtube.com/watch?v=WIASqPZqnhs,104
O Reino,Peter Berg,6.709,1696,"Incumbido com a tarefa mais difícil de sua carreira, o agente federal Ron Fleury tem uma semana para montar uma equipe, infiltrar-se e destruir uma célula terrorista localizada na Arábia Saudita. Choque cultural e oposição local prejudicam o progresso do grupo de elite, mas a solidariedade inesperada de um capitão da polícia saudita chega na hora certa.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/nAUtkD6Qd7JhJ5kAxotUpS0KZQd.jpg,https://www.youtube.com/watch?v=1quxmGGsUZM,110
Treinando o Papai,Andy Fickman,6.498,2088,"Joe Kingman, um rico e famoso jogador de futebol americano, e sua equipe tentam ganhar um campeonato. Repentinamente, Joe é surpreendido por uma grande notícia: ele tem uma filha, resultado da última aventura amorosa com sua ex-esposa. Agora ele precisa equilibrar sua vida pessoal e profissional com as necessidades da filha.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/ikQBghrihLICc1E9CjvNkek0MQw.jpg,https://www.youtube.com/watch?v=NGS2yqWWiuk,110
A Lenda do Tesouro Perdido: Livro dos Segredos,Jon Turteltaub,6.362,5251,"Para provar a inocência de seu antepassado e encontrar a Cidade Perdida de Ouro, Ben Gates e sua equipe devem tecer seu caminho em direção a um livro misterioso e altamente guardado contendo séculos de segredos. Mas só há uma maneira de encontrá-lo: Ben deve sequestrar o presidente.",Ação,2007,en,https://image.tmdb.org/t/p/w500/wQ9Gymxu2khpqUIBcxFJ44a5Iy9.jpg,https://www.youtube.com/watch?v=Sr_7ldR08uE,124
Hairspray: Em Busca da Fama,Adam Shankman,6.664,2516,"Estamos nos anos 60. O sonho de todo adolescente da época é aparecer no ""The Corny Collins Show"", o programa de dança mais famoso da TV. Tracy Turnblad, uma grande garota com grande cabelo e coração maior ainda, tem só uma paixão na vida: dançar. Mesmo sendo gordinha para os padrões locais, ela impressiona os juízes com seu estilo e ganha espaço na atração. A garota se torna um sucesso, ameaçando a hegemonia de Amber von Tussle. O público ama Tracy. Mas a disputa se torna pessoal mesmo quando as duas passam a lutar pelo amor do jovem Link.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/6xIvGhsiZeY5wKTKw8o0Fi7bey8.jpg,https://www.youtube.com/watch?v=-ouxcTUMhUQ,116
O Som do Coração,Kirsten Sheridan,7.415,2722,"August Rush (Freddie Highmore) é resultado do encontro casual entre um guitarrista e uma violoncelista. Crescido em orfanato e dotado de um dom musical impressionante, ele se apresenta nas ruas de Nova York ao lado do divertido Wizard (Robin Williams). Contando apenas com seu talento musical, August decide usá-lo para tentar reencontrar seus pais.",Família,2007,en,https://image.tmdb.org/t/p/w500/r9QmZp0oOGS7ouyLoJIc3J91njP.jpg,https://www.youtube.com/watch?v=fNDu5uly4gI,114
Eu os Declaro Marido... e Larry,Dennis Dugan,6.077,2393,"Chuck Levine e Larry Valentine são o orgulho do Corpo de Bombeiros do Brooklyn, sendo também muito amigos e dispostos a ajudar um ao outro. Chuck é agradecido a Larry por ter salvo sua vida no trabalho e só pensa em curtir a vida. Já Larry é preocupado com o futuro e, devido a problemas burocráticos, não consegue colocar seus dois filhos como beneficiários de seu seguro de vida. Devido a isso Larry pede a Chuck que seja seu parceiro em alguns formulários, sendo que ninguém mais saberá disto. Entretanto uma burocrata zeloso desconfia do casal, o que faz com que eles tenham que se revelar para a cidade e improvisar como um apaixonado casal, que vive sob o mesmo teto.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/aIlsFdoLkSixeqwqcSKi19xAT2w.jpg,https://www.youtube.com/watch?v=RpqHSpOuRR4,115
Halloween: O Início,Rob Zombie,6.212,2403,"Haddonfield, Illinois, noite de Halloween. Michael Myers tem dez anos e nessa noite a sua vida transforma-se. Empurrado por impulsos mórbidos, gozado pelos colegas de escola e atormentado por alguns dos seus familiares, Michael, num acesso de loucura, pega numa faca de cozinha e assassina quase toda a família. Depois dessa noite de pesadelo, começa a ser tratado por um brilhante pedopsiquiatra, o Dr. Loomis, mas mata selvaticamente uma enfermeira precipitando o suicídio da mãe, desesperada.  Dezassete anos mais tarde, Michael foge da prisão psiquiátrica em que vive e começa a semear cadáveres pelo caminho. O Dr. Loomis segue no seu encalço e as pistas conduzem-no a Haddonfield, onde ainda vive a irmã mais nova de Michael, o único elemento da família vivo...",Terror,2007,en,https://image.tmdb.org/t/p/w500/aIoDPmYR9xSkQIUjqmjmu290lLW.jpg,https://www.youtube.com/watch?v=75CFtwn1CEU,121
Senhores do Crime,David Cronenberg,7.356,3456,"Anna (Naomi Watts) é uma parteira que trabalha em um hospital de Londres. Um dia ela testemunha a morte de uma jovem, durante um parto realizado em pleno Natal. Ela decide dar a notícia de seu falecimento pessoalmente, o que a faz pesquisar sobre sua identidade e família. A busca acaba colocando-a em contato com o lucrativo tráfico do sexo, comandado por uma organização criminosa da Rússia. Logo Anna conhece Nikolai (Viggo Mortensen), um homem violento e misterioso que é mais do que aparenta.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/EiDuvoq7EEbE3SyhxcxdHGV4TY.jpg,https://www.youtube.com/watch?v=ifilHp3_dWQ,101
Número 23,Joel Schumacher,6.414,3293,"Um homem encontra um livro obscuro sobre o número 23 e inicia uma jornada sombria. À medida que ele se torna cada vez mais obcecado com o conteúdo, ele se convence de que o livro é baseado em sua vida. Para o seu desespero, ele descobre ainda que graves consequências estão armazenadas para o principal personagem da obra.",Thriller,2007,en,https://image.tmdb.org/t/p/w500/fQ0mtie1RvN6lvSTS8rh0SXKanR.jpg,https://www.youtube.com/watch?v=TUTlOC4mVQ8,98
Ligeiramente Grávidos,Judd Apatow,6.291,4043,"A jornalista de sucesso Alison Scott encontra um grande obstáculo depois que uma noite amorosa com Ben, um rapaz irresponsável que ela conheceu em um bar, resulta em gravidez. Primeiro ela pensa em criar o filho sozinha, mas depois decide procurar Ben para contar sobre a novidade e dar a ele uma chance de ser um pai presente. No entanto, ele não tem certeza se está pronto para ser pai, e os dois se perguntam se seriam parceiros compatíveis.",Comédia,2007,en,https://image.tmdb.org/t/p/w500/2VywbKoUEcXY8lO7gBhR6csX0P4.jpg,https://www.youtube.com/watch?v=cv01Mcdf8rI,129
A Volta do Todo Poderoso,Tom Shadyac,5.579,4356,"O congressista Evan Baxter, cujo desejo é ""mudar o mundo"", é ouvido por ninguém menos que Deus. Quando Deus aparece com o pedido desconcertante de construir uma arca, Evan tem certeza de que a está perdendo.",Fantasia,2007,en,https://image.tmdb.org/t/p/w500/vzPP4Dpbo9rOFgJNUcRoqvy6JvH.jpg,https://www.youtube.com/watch?v=y4BaYuoEC1I,95
Transformers,Michael Bay,6.8,11554,"O destino da humanidade está em jogo quando duas raças de robôs, os Autobots e os vilões Decepticons, chegam à Terra. Os robôs possuem a capacidade de se transformarem em diferentes objetos mecânicos enquanto buscam a chave do poder supremo com a ajuda do jovem Sam.",Aventura,2007,en,https://image.tmdb.org/t/p/w500/lkZ9gqCEjzX85lKR6Jjd1uGAXNp.jpg,https://www.youtube.com/watch?v=CbX_SIz_9fk,144
Evangelion: 1.0 Você (Não) Está Sozinho,鶴巻和哉,7.605,994,"Tokyo-3 permanece em pé após a maior parte da civilização ter sido dizimada no Segundo Impacto. Agora, a cidade sofre o ataque incessante dos estranhos e mortais Anjos, criaturas bizarras empenhadas em exterminar a raça humana. Para combater esse cruel inimigo, a agência governamental NERV constrói uma frota de máquinas humanóides (os EVAs) e Shinji Ikari é chamado para entrar em ação! Vivendo uma vida de solidão e questionando sua própria existência, Shinji se esforça para aceitar a responsabilidade para a batalha pela sobrevivência da humanidade.",Animação,2007,ja,https://image.tmdb.org/t/p/w500/i6uXLthvKDQYuqa9qzBJ3RfzLlv.jpg,https://www.youtube.com/watch?v=rof6qBz84vE,98
O Albergue 2,Eli Roth,5.831,2072,"Três estudantes americanas decidem fazer uma excursão em Roma no fim de semana, com a intenção de conhecer um luxuoso spa. Mas em vez disso, elas são leiloadas por uma terrível organização que promove a tortura humana.",Terror,2007,en,https://image.tmdb.org/t/p/w500/hilegO5kmza8W6T2E6v7TlY3WwE.jpg,https://www.youtube.com/watch?v=zhB4_csGZLI,94
Planeta Terror,Robert Rodriguez,6.68,3575,"Uma experiência fracassada libera vírus que transforma humanos em zumbis sedentos de sangue e carnívoros. El Wray, Cherry, um médico e o xerife unem forças para sobreviver à noite, quando os mutantes ameaçam tomar a cidade e o mundo.",Terror,2007,en,https://image.tmdb.org/t/p/w500/eUurSJBte2VdwkAEiogZf2ZUrm0.jpg,https://www.youtube.com/watch?v=KaWPHLZAZbg,105
